10107,0.066539,-0.047919,0.036715,-0.025095,-0.028267,-0.067773,0.068384,-0.045302,-0.094838,0.142169,-0.14739,0.082337,-0.042096,0.016453,-0.037559,-0.009975,0.090896,-0.009573,0.062551,-0.041061,0.070341,-0.015727,-0.035508,0.020709,-0.00921,0.074368,-0.01077,0.010031,6.1e-05,0.00224,0.049483,-0.010478,0.030021,0.008812,-0.019821,-0.041357,0.033965,-0.012102,0.018259,-0.002865,-0.024361,0.044874,0.010032,-0.025891,0.02446,0.010736,0.009847,0.005807,0.005882,0.011155,-0.022652,-0.015122,0.004339,0.014568,0.009554,-0.006922,0.013832,-0.012011,0.000436,-0.010572,0.001322,-0.002255,0.010199
14593,0.093101,-0.031759,0.046385,-0.032437,-0.01328,-0.079092,0.072022,-0.034731,-0.098755,0.119808,-0.128647,0.04397,-0.02448,-0.007662,-0.063486,-0.021244,0.100325,-0.005509,0.052623,-0.041402,0.028538,-0.002041,-0.052617,0.016687,-0.014371,0.087238,-0.011582,0.025595,0.007216,0.019628,0.050503,-0.009127,0.007946,-0.013569,-0.020757,-0.03091,0.028804,-0.003875,0.02887,0.000707,-0.016209,0.032845,0.021096,-0.016099,0.014149,0.015009,0.010317,0.010345,0.023738,0.015735,-0.011428,-0.012074,0.006143,-0.005912,0.023561,-0.005778,0.019448,-0.007455,0.006438,-0.006774,0.004357,0.00044,-0.000974
84788,0.037266,-0.02301,0.035013,-0.026217,-0.011923,-0.052854,0.050655,-0.037509,-0.079221,0.064648,-0.053698,0.070266,0.012258,0.027831,-0.018523,0.030735,0.019587,-0.027968,0.036933,-0.028325,0.033604,-0.007246,-0.021552,0.005834,-0.006379,0.047729,0.007013,0.01561,-0.000117,0.061735,0.052769,0.010669,0.043555,-0.013782,0.007836,-0.02736,0.015193,0.015215,0.004489,-0.014198,-0.026061,0.025336,0.04269,-0.075974,0.013101,0.000782,0.014436,0.006954,0.005068,0.012351,-0.021607,0.004654,0.008839,0.008762,0.006839,0.009508,0.019846,-0.020497,-0.00403,-0.006164,-0.004736,-0.003854,0.017188
13407,0.020627,-0.053706,0.031578,-0.034366,-0.022034,-0.064001,0.051269,-0.044615,-0.092634,0.10235,-0.14253,0.023355,-0.016464,0.041984,-0.022203,-0.010886,0.086968,-0.029631,0.045644,-0.0401,0.058422,0.005122,-0.043165,-0.008835,-0.025349,0.073745,0.019813,0.032281,0.005222,-0.002283,0.019338,-0.006735,-0.004068,0.016965,-0.005579,-0.041742,0.067213,0.015635,0.026684,-0.013521,-0.02448,0.06167,0.054174,-0.011919,0.014782,0.008818,0.006761,0.013383,0.00516,0.003909,-0.014448,-0.023798,0.008337,0.01968,0.010954,0.017309,0.060356,0.006175,0.015212,-0.011536,-0.013178,-0.01606,-0.001641
14542,0.037168,-0.034353,0.033644,-0.048669,-0.01564,-0.063809,0.053333,-0.05075,-0.082688,0.094017,-0.111008,0.032712,-0.020539,0.016858,-0.038528,-0.014641,0.073669,-0.028181,0.053751,-0.043934,0.032511,0.013943,-0.049183,0.013766,-0.020485,0.081102,-0.000345,0.020034,0.000967,0.005044,0.042437,-0.005326,0.000792,0.015655,-0.012967,-0.039689,0.038534,0.010371,0.002351,-0.002681,-0.033083,0.08739,0.005352,-0.020799,0.004687,0.018322,-0.00282,0.018749,0.011519,0.010725,-0.019612,-0.019197,0.00504,0.01258,0.007828,-0.007554,0.024198,-0.002787,0.005432,0.004679,0.000579,-0.000783,0.008604
90319,0.035147,-0.035057,0.032802,-0.048379,-0.014467,-0.061702,0.048841,-0.050401,-0.082046,0.092412,-0.116342,0.041995,-0.024033,0.018769,-0.039094,-0.013181,0.071984,-0.025124,0.055645,-0.045283,0.03247,0.013644,-0.051508,0.013547,-0.021781,0.082813,-0.000532,0.020667,-0.000356,0.003183,0.04529,-0.006268,0.000103,0.017154,-0.013956,-0.038846,0.038155,0.01014,0.004272,-0.004496,-0.030114,0.08891,0.003368,-0.021816,0.004236,0.019745,-0.002661,0.017727,0.010998,0.013906,-0.020241,-0.019525,0.006326,0.011939,0.008827,-0.007782,0.025291,-0.00171,0.004613,0.005753,-0.000767,-0.001436,0.010774
22111,0.041196,-0.031638,0.05819,-0.010245,0.000141,-0.039358,0.038112,-0.069472,-0.048483,0.070808,-0.053317,0.074412,-0.011933,-0.05861,-0.056356,-0.072984,0.072341,0.001846,0.06005,-0.026942,0.079977,-0.014134,-0.017692,0.033693,0.007661,0.041664,-0.016314,0.042043,-0.01417,-0.010338,0.044788,0.011162,0.013612,0.015701,-0.002302,-0.013121,0.022114,0.016472,-0.00418,-0.003681,-0.018796,-0.007596,-0.001331,-0.011664,-0.000135,0.008296,-0.009498,-0.003309,0.007521,0.002757,-0.013212,-6.8e-05,0.003466,0.018965,0.000532,-0.009965,-0.008992,-0.006568,-0.009066,0.001316,0.002283,0.014356,0.012111
55976,0.076152,-0.02563,0.034187,-0.007279,0.011301,-0.000597,0.022448,-0.044745,-0.090711,0.096588,-0.06433,0.117085,0.027838,-0.021129,-0.045877,0.00272,0.006563,-0.048944,0.003839,-0.002185,0.051196,-0.01363,0.004577,0.039513,0.006995,0.055156,-0.032363,-0.00123,-0.000328,0.028736,0.029529,-0.001861,0.027726,-0.001587,-0.017181,-0.004929,0.01842,-0.023254,0.00708,-0.008807,-0.002338,-0.034375,-0.016586,0.011271,0.006346,0.008327,-0.011465,-0.007056,0.008614,0.005938,0.000889,-0.000566,-0.002344,0.020418,0.013657,-0.021228,0.004002,-0.003667,-0.00528,-0.00378,-0.011142,0.009879,0.002991
92611,0.058154,-0.034316,0.046088,-0.037727,-0.013907,-0.071762,0.067025,-0.052848,-0.074415,0.098388,-0.135472,0.038682,-0.059599,0.025391,-0.035599,-0.07553,0.138426,0.046917,0.043887,-0.043344,0.024821,-0.026877,-0.049715,0.027954,-0.035199,0.115838,-0.005017,0.037665,-0.007145,-0.02706,0.033316,-0.049593,-0.021331,0.043837,-0.031379,-0.02247,0.03775,-0.001261,0.00565,0.026536,-0.002969,0.061547,-0.016888,-0.017625,0.003303,0.013,0.001905,0.022038,0.012971,-0.008266,-0.022282,-0.01159,0.021515,0.014317,0.043,-0.010555,0.023764,-0.016713,0.001259,0.012365,-0.00207,0.007468,0.005045
91233,0.056813,-0.048054,0.035479,-0.038464,-0.012795,-0.087105,0.070837,-0.038529,-0.10476,0.118054,-0.127255,0.009463,-0.041828,-0.003422,-0.069249,-0.038407,0.166109,0.081875,0.026123,-0.059009,0.022613,-0.04616,-0.05361,0.044924,-0.007745,0.121968,-0.025795,0.04736,-0.005721,-0.022494,0.028025,-0.050163,-0.040367,0.053534,-0.031696,-0.025345,0.047116,-0.004087,0.011334,0.024579,-0.001961,0.072147,-0.030738,-0.022657,0.001935,0.01753,-0.005621,0.022133,0.014257,-0.004284,-0.032429,-0.010841,0.030279,0.005878,0.039292,0.002863,0.027758,-0.015194,0.002209,0.028551,-0.011736,0.00844,-0.004664
