14593,-0.016099,0.014149,0.015009,0.010317,0.010345,0.023738,0.015735,-0.011428,-0.012074,0.006143,-0.005912,0.023561,-0.005778,0.019448,-0.007455,0.006438,-0.006774,0.004357,0.00044,-0.000974,0.012298,0.004629,0.005505,-0.008612,0.028481,0.005912,0.031578,0.025728,-0.04801,0.008634,0.012367,0.026502,-0.001392,0.000398,-0.005715,0.026164,0.021345,-0.017652,0.013276,-0.030726,0.023047,0.008348,-0.001891,0.0,0.02675,-0.003103,0.02329,0.003566,0.002482,-0.004613,0.016548,0.006877,-0.012305,-0.00202,0.021074,-0.013802,0.002809,-0.045516,-0.002477,0.0237,-0.016428,0.019168,0.0121,0.104689
84788,-0.075974,0.013101,0.000782,0.014436,0.006954,0.005068,0.012351,-0.021607,0.004654,0.008839,0.008762,0.006839,0.009508,0.019846,-0.020497,-0.00403,-0.006164,-0.004736,-0.003854,0.017188,0.011739,0.000554,0.002423,-0.007182,0.009103,0.016537,0.030427,0.017913,-0.033802,-0.005059,0.010868,0.016555,0.009831,0.004922,0.007924,0.014508,0.018642,-0.010856,0.00738,-0.022403,-0.004638,0.029265,0.043453,0.00403,0.05769,-0.018619,0.026996,0.032949,0.005458,-0.03,-0.006443,-0.024361,-0.002981,-0.012644,0.079295,-0.018315,-0.01223,-0.036569,0.007487,0.015388,-0.017963,0.011065,0.006049,0.036961
10107,-0.025891,0.02446,0.010736,0.009847,0.005807,0.005882,0.011155,-0.022652,-0.015122,0.004339,0.014568,0.009554,-0.006922,0.013832,-0.012011,0.000436,-0.010572,0.001322,-0.002255,0.010199,-0.002292,0.011377,0.002434,-0.013164,0.023398,0.006197,0.007645,0.037092,-0.053698,0.007892,0.006392,0.024505,0.003461,0.010708,-0.00596,0.027774,0.006681,-0.020158,0.012637,-0.020016,0.010747,0.025549,0.005847,0.007621,0.021526,-0.011628,0.021993,0.007001,-0.003033,-0.030889,0.006181,-0.001488,-0.019804,-0.0051,0.042981,-0.013469,0.014371,-0.043495,-0.006122,0.012668,-0.008977,0.010098,-0.000784,0.005444
13407,-0.011919,0.014782,0.008818,0.006761,0.013383,0.00516,0.003909,-0.014448,-0.023798,0.008337,0.01968,0.010954,0.017309,0.060356,0.006175,0.015212,-0.011536,-0.013178,-0.01606,-0.001641,0.030299,0.003493,-0.011,-0.016814,0.019798,0.00273,0.031418,-0.008128,-0.051958,0.018491,0.017149,0.013548,-0.000509,0.001741,0.012079,0.001801,0.012624,-0.033933,0.007093,-0.083164,0.021103,0.029143,0.046153,-0.017386,0.029389,0.002414,0.011293,0.003777,0.002331,-0.024769,0.003054,0.002294,0.002705,0.004566,0.014007,-0.014954,-0.007777,-0.030308,-0.008126,0.012093,-0.014475,0.013775,0.005187,0.081748
14542,-0.020799,0.004687,0.018322,-0.00282,0.018749,0.011519,0.010725,-0.019612,-0.019197,0.00504,0.01258,0.007828,-0.007554,0.024198,-0.002787,0.005432,0.004679,0.000579,-0.000783,0.008604,0.002029,0.005168,-0.001973,-0.016848,0.01856,0.005715,0.006602,0.006654,-0.042303,0.006653,0.00472,0.016107,0.005822,-0.010447,-0.002953,0.014067,0.008644,-0.022152,0.006536,-0.056496,0.025789,0.013362,0.017282,0.018539,0.021165,-0.007033,0.007285,0.01002,0.020351,-0.019718,0.006114,-0.004564,0.00288,-0.001614,0.033103,-0.004662,0.006462,-0.033669,-0.002514,0.012124,-0.019514,0.01445,0.006196,-0.031663
90319,-0.021816,0.004236,0.019745,-0.002661,0.017727,0.010998,0.013906,-0.020241,-0.019525,0.006326,0.011939,0.008827,-0.007782,0.025291,-0.00171,0.004613,0.005753,-0.000767,-0.001436,0.010774,0.000942,0.005185,-0.002122,-0.017335,0.018186,0.005569,0.00279,0.008691,-0.042876,0.007861,0.005535,0.01811,0.004196,-0.012681,-0.00661,0.018264,0.009182,-0.021366,0.005863,-0.054514,0.025416,0.014945,0.016889,0.019369,0.020219,-0.006488,0.009182,0.010016,0.0134,-0.017401,0.005707,-0.002617,-0.001292,0.001274,0.030979,-0.005064,0.005739,-0.030738,-0.00563,0.01407,-0.016856,0.013208,0.009754,-0.032775
22111,-0.011664,-0.000135,0.008296,-0.009498,-0.003309,0.007521,0.002757,-0.013212,-6.8e-05,0.003466,0.018965,0.000532,-0.009965,-0.008992,-0.006568,-0.009066,0.001316,0.002283,0.014356,0.012111,-0.010487,0.007202,0.002698,-0.012916,0.003885,-0.003598,-0.005519,0.012606,-0.046888,0.009086,-0.006331,0.022726,-0.003046,-0.004236,0.002929,-0.003059,-0.003696,-0.02128,-0.001073,-0.013317,0.008925,0.011436,-0.001778,0.004203,0.014258,-0.000909,0.00294,-0.005444,-0.000842,0.019948,0.018663,0.002299,0.006678,0.00067,0.001674,0.000936,0.001803,-0.002666,-0.009959,-0.006346,-0.002378,-0.001975,0.002047,-0.007355
55976,0.011271,0.006346,0.008327,-0.011465,-0.007056,0.008614,0.005938,0.000889,-0.000566,-0.002344,0.020418,0.013657,-0.021228,0.004002,-0.003667,-0.00528,-0.00378,-0.011142,0.009879,0.002991,-0.000806,-0.000161,-0.003792,-0.011015,-0.004504,-0.002632,0.000907,-0.001566,-0.008831,-0.019569,0.002888,0.013296,-0.005182,-0.008737,0.015764,0.015269,-0.005013,-0.00636,-0.004904,-0.011611,0.006254,0.006047,-0.000751,-0.00401,-0.002684,0.067794,-0.019772,0.026599,0.022935,-0.008877,0.019225,-7.6e-05,0.001515,-0.00348,-0.00205,0.006541,0.002494,-0.007689,-0.003039,-0.000229,0.004192,-0.008121,-0.004362,-0.005533
18163,-0.008908,-0.008988,0.002073,-0.025084,-0.008223,0.033699,-0.00552,-0.006591,-0.0055,-0.000966,0.007029,0.01396,-0.032441,0.007471,-0.014654,0.00878,-0.005062,0.016603,0.019054,-0.001206,0.011473,0.006908,0.003981,-0.020923,0.019647,0.006085,-0.005964,0.007521,-0.02491,-0.005505,0.009254,0.01234,-0.001693,0.011448,-0.003018,-0.009839,-0.00017,-0.011127,0.012627,-0.022563,0.021088,0.016233,0.003429,0.007501,0.006205,0.004851,0.005482,-0.003336,0.011512,0.001292,0.008384,-0.004717,0.002088,0.006973,-0.003104,-0.001357,0.008555,0.006427,-0.001585,0.002858,0.01235,0.003363,0.024238,-0.002283
92611,-0.017625,0.003303,0.013,0.001905,0.022038,0.012971,-0.008266,-0.022282,-0.01159,0.021515,0.014317,0.043,-0.010555,0.023764,-0.016713,0.001259,0.012365,-0.00207,0.007468,0.005045,-0.004558,0.010342,0.002597,-0.016407,0.03083,-5e-05,-0.002605,0.007032,-0.057861,0.017895,-0.002601,0.005841,0.003525,0.001808,-0.008819,0.01436,0.015439,-0.033136,0.013427,-0.024281,0.011148,0.009353,0.003158,0.009753,0.010681,-0.018002,0.00448,-0.014661,0.001769,-0.018333,0.022802,0.016656,-0.015518,0.008217,0.017325,-0.010027,0.012113,-0.007191,-0.011548,0.009019,-0.000863,0.009352,-0.022762,-0.01886
