10107,0.010822,-0.031849,0.006174,-0.040022,0.026426,0.009295,0.004512,0.003392,-0.031247,-0.029614,0.010497,-0.002693,-0.021024,-0.032312,-0.041739,0.06831,0.006166,-0.007808,0.011754,-0.00443,-0.036788,0.046509,0.001275,0.007251,0.0143,-0.006426,-0.007722,-0.007296,0.029005,0.003523,0.007022,0.014983,-0.018847,0.009746,-0.004779,0.009134,-0.019502,-0.020365,0.033418,-0.018331,-0.0158,0.028799,0.013997,-0.011099,-0.007168,0.0038,-0.003975,0.015582,-0.000748,0.000843,0.012348,-0.000462,-0.005177,0.021092,0.014258,0.005587,0.0069,-0.001691,-0.001248
14593,0.034942,-0.043989,-0.01115,-0.035657,0.006588,-0.005719,0.002787,0.01094,-0.031998,-0.009306,0.012993,-0.031192,-0.025235,-0.038896,-0.025874,0.070422,-0.00649,0.000512,0.009665,0.001141,-0.099607,0.042689,-0.002226,0.019063,0.016982,0.003196,-0.009818,-0.015037,0.020467,0.012217,0.005938,0.006159,-0.022446,0.004044,-0.007926,0.033137,-0.009255,-0.010365,0.068335,0.007201,0.000481,0.028405,0.017109,0.000345,-0.018939,0.00117,-0.005751,0.008617,-0.004155,0.003643,-0.002225,0.002993,0.006435,-0.005639,0.011166,0.007284,0.000574,0.003098,-0.009836
84788,0.048628,-0.058656,0.018455,-0.041231,0.007305,0.001347,0.012354,-0.003102,-0.040081,-0.044601,0.0201,-0.036352,-0.022909,-0.057077,-0.024313,0.094452,-0.006295,0.011207,0.016204,0.024741,-0.025242,0.050064,0.034353,0.016612,0.001714,-0.001928,-0.009455,-0.014233,0.035462,0.005506,0.005606,0.00176,-0.037749,0.00481,0.009091,0.00945,-0.019562,-0.02687,0.048028,0.028915,-0.053819,0.004354,0.015613,-0.011183,-0.015784,-0.016198,0.00175,0.029548,0.001215,-0.010579,-0.009059,0.012208,-0.003367,-0.00164,0.007484,0.000883,0.002082,0.002866,-0.000768
14542,0.010965,-0.050261,0.017044,-0.030083,0.002865,0.011736,0.011343,-0.001673,-0.018646,-0.024537,0.011982,-0.005541,-0.013294,-0.029592,-0.003389,0.064781,0.004252,-0.006514,-0.001417,0.009888,-0.028484,0.053786,-0.002167,0.007385,-0.001505,-0.004029,-0.012277,-0.011824,0.031072,0.003546,0.008261,0.00767,-0.025258,0.004717,-0.001553,0.015914,-0.019166,-0.00884,0.026815,0.025077,-0.005034,0.019852,0.011644,-0.026841,-0.014813,-0.003322,-4.6e-05,0.024073,-0.001079,0.001348,-0.00715,0.004409,-0.004255,-0.015111,0.012216,-0.000874,0.005165,0.000825,0.003468
13407,0.003414,-0.022397,0.012325,-0.015828,0.032237,0.001621,0.017033,0.003529,-0.006551,-0.026864,0.024752,-0.072532,0.001201,-0.063343,-0.007123,0.081573,0.002534,-0.009813,-0.015841,0.035014,-0.029039,0.047138,0.000725,0.032452,0.011927,-0.000208,-0.002774,0.011057,0.024486,-0.009466,0.005151,0.011733,-0.016462,-0.022159,0.010603,0.021806,-0.010335,-0.022242,0.043207,0.108164,-0.005879,0.021363,0.011285,-0.003914,-0.024107,0.00571,-0.009203,-0.004524,-0.005877,-0.000731,-0.008844,-0.001292,0.001664,-0.015502,0.01156,0.016863,-0.002976,-0.008042,-0.008353
22111,-0.004697,-0.001231,-0.000822,-0.00329,-0.001169,0.008536,0.004096,0.005031,-0.100379,-0.029023,0.009912,-0.021546,0.005172,-0.001403,-0.040987,0.031504,0.005524,-0.001099,0.013986,-0.010074,-0.01589,0.016783,-0.006415,0.023227,-0.007926,0.00605,0.000308,-0.01133,0.008419,-0.010204,0.008201,0.012395,-0.014462,0.0,-0.013742,0.009447,0.005927,0.010388,0.010051,0.010939,0.008416,-0.009836,0.0,0.000903,-0.007143,0.00265,-0.003021,0.016364,0.002162,-0.001041,0.015412,-0.005059,0.004864,-0.006821,0.008714,0.00366,-0.000661,-0.001763,0.005667
47896,0.009443,-0.044636,-0.019025,-0.018063,-0.018685,-0.009767,0.006476,0.00099,-0.008208,-0.012763,-0.004747,-0.012685,-0.008634,-0.023639,-0.021557,0.041459,0.011255,-0.002164,0.008159,0.017312,-0.014097,0.036865,0.000695,-0.001886,-0.00169,-0.0001,-0.004781,0.010309,0.007331,0.008065,0.004098,0.016226,-0.015776,-0.002526,0.000584,0.006327,0.004739,0.002792,0.002304,-0.008716,0.003671,0.003562,-0.004412,-0.000482,-0.01311,-0.009963,-0.004736,0.01705,0.004776,-0.006499,0.030561,-0.003505,0.004849,-0.002082,-0.004456,0.010476,-0.007634,-0.001235,-0.007607
90319,0.006047,-0.048273,0.014692,-0.029219,0.006306,0.008042,0.011379,-0.000177,-0.020335,-0.024779,0.017316,-0.007619,-0.011473,-0.031585,-0.006638,0.064164,0.004819,-0.005907,-0.001643,0.009302,-0.027696,0.051294,-0.001994,0.008783,-0.003427,-0.002607,-0.013311,-0.012175,0.033286,0.002761,0.00882,0.007442,-0.025892,0.005359,-0.000378,0.016153,-0.019655,-0.009075,0.026101,0.02541,-0.006457,0.020382,0.009155,-0.025159,-0.015122,-0.003192,-0.000236,0.023101,0.000931,0.000505,-0.008475,0.006145,-0.005255,-0.014617,0.011185,0.00069,0.004189,0.000784,0.003259
11850,0.021635,-0.022039,-0.013093,-0.009568,-0.014168,0.001829,-0.008607,0.012628,-0.018187,-0.020376,-0.027553,-0.016945,-0.030376,-0.007431,-0.038315,0.047779,0.004371,-0.011169,0.000293,0.021997,-0.015354,0.03687,0.0052,0.007271,0.005275,-0.005109,-0.00458,-0.001255,0.000558,-0.000419,0.00684,0.011923,-0.015071,-0.008207,0.001403,0.004482,-0.006693,0.00379,0.010908,0.013695,0.036026,-0.014489,0.010291,-0.004366,-0.007707,0.001607,0.001622,0.017544,0.011273,0.000262,0.01888,0.006692,0.003835,-0.009041,0.00771,0.00102,0.002038,0.010298,-0.005537
55976,0.011265,-0.029772,-0.005427,-0.016672,0.008048,-0.000958,-0.007885,-0.001611,-0.011941,-0.011758,0.003415,-0.005819,-0.036113,-0.001719,-0.015035,0.053484,0.013052,0.005896,0.011071,0.00204,-0.005142,0.006246,0.011772,0.006981,-0.003256,0.000738,-0.001264,0.00116,0.013691,0.001039,0.004048,0.010234,-0.002456,0.012514,-0.003546,-0.014437,0.001238,-0.003606,-0.01975,0.010865,-0.020557,0.009695,0.008758,0.000418,0.011397,-0.011889,0.006487,0.008004,0.010003,0.005922,0.014921,0.022102,-0.022701,-0.004906,0.00161,-0.004319,-0.004338,-0.005877,0.00897
