14593,0.039833,-0.020718,-0.080061,0.000662,-0.067295,0.039887,-0.032646,-0.013129,0.029955,0.001604,-0.029514,-0.015964,-0.03172,0.030326,0.015716,-0.041946,0.010269,0.037516,0.023869,-0.007568,0.015076,0.008462,-0.03228,0.030791,-0.02867,0.016967,-0.000956,0.017396,0.063521,-0.026527,0.000743,-0.003961,-0.014001,-0.025542,0.013192,-0.005446,-0.009583,-0.006134,8.7e-05,0.013472,-0.046312,0.03705,-0.056018,-0.000827,0.015354,0.040837,0.035494,-0.001134,-0.019968,-0.003009,0.030353,-0.002343,0.000419,0.00872,-0.007564,-0.011391,0.005168,-0.010958,-0.029743,0.011594,0.007467,0.004826,0.0211
10107,0.007715,0.019272,-0.061947,-0.014036,-0.054096,0.042584,-0.028018,-0.006525,0.006764,0.016406,-0.017866,-0.010437,-0.012419,0.010729,0.024094,-0.032928,0.012962,0.022787,0.007795,-0.010409,0.014812,0.010127,-0.029512,0.020321,-0.021247,0.019037,0.003574,0.024836,0.025902,0.006594,-0.008974,-0.005433,0.0,-0.024766,0.002007,0.000699,0.000419,0.006236,-0.028442,0.01509,-0.049566,0.010065,-0.010991,-0.000691,0.020264,0.048249,0.031887,0.001926,-0.023824,-0.033793,0.026255,-0.005126,0.004967,0.003325,-0.012751,-0.013149,0.006348,-0.009557,-0.001331,0.017848,4.7e-05,0.006359,-0.00539
84788,0.013956,0.009239,-0.046284,-0.021787,-0.043944,0.037707,-0.028605,-0.018547,-0.004252,0.017132,-0.024723,-0.022537,-0.017888,0.001882,0.056923,-0.041269,0.006644,0.024949,0.025498,-0.00919,0.001224,0.023035,-0.029883,0.023744,-0.03102,0.030881,-0.001608,0.03012,0.04755,0.000203,-0.023208,-0.00745,-0.019751,-0.020014,0.003056,-0.009969,-0.002681,0.008815,0.000824,0.024724,-0.037595,0.015249,-0.054456,-0.010431,0.014622,0.06323,0.024942,-0.0032,-0.050623,-0.034583,0.03373,-0.008641,0.005958,0.000719,0.001469,-0.009631,0.003722,-0.005653,-0.000326,0.006349,0.021491,0.003224,-0.008544
13407,0.00764,0.023897,-0.03762,-0.02882,-0.040923,0.009441,-0.020569,-0.005521,-0.001725,0.023558,-0.03267,-0.033015,-0.008987,-0.017345,0.026597,-0.022493,0.002048,0.0212,0.007849,0.019352,0.00042,0.01806,-0.025091,0.01812,-0.022634,-0.002088,0.02185,0.002616,0.04273,0.001414,-0.015644,-0.018762,-0.002962,-0.017035,0.023565,0.041748,-0.002189,0.023983,-0.026967,0.022302,-0.055138,0.049165,-0.063099,-0.006651,0.015075,0.083227,0.025402,-0.00431,-0.049896,-0.022743,0.014866,-0.005064,0.006798,0.007258,-0.014196,-0.011018,0.003567,-0.011871,-0.004709,0.031628,-0.004803,0.008055,-0.003024
14542,0.016234,0.040688,-0.050015,-0.030941,-0.036863,0.016034,-0.016018,-0.007376,-0.000947,0.014586,-0.013325,-0.016681,-0.023764,-0.019747,0.023967,-0.03429,0.009243,0.011671,0.013537,0.003284,0.000184,0.013943,-0.021254,0.018925,-0.021924,0.004713,0.017558,0.019712,0.035592,0.001612,-0.002291,-0.005708,0.008902,-0.024412,0.013893,0.024024,0.01382,0.015892,-0.030804,0.008683,-0.05463,0.033377,0.034309,0.003097,0.014871,0.059944,0.008141,-0.000919,0.00071,-0.012825,0.007079,-0.001637,0.015533,0.002454,-0.006304,-0.013202,0.009812,-0.012319,-0.004207,0.01961,0.001442,0.012284,-0.018096
93436,-0.046697,-0.058268,-0.090239,0.027813,-0.210628,0.109234,0.013815,0.003716,0.125832,0.071827,-0.017787,-0.041493,0.04421,0.016375,-0.055987,-0.103411,0.019534,0.050414,0.034026,-0.005057,0.023719,0.044638,-0.073791,0.025513,-0.027485,0.027344,0.001458,0.018971,0.019124,0.009835,0.0328,-0.026924,-0.020518,-0.020106,-0.020635,0.001659,0.007453,-0.012119,-0.000832,0.010469,-0.043939,0.011847,-0.055473,0.032136,0.058401,-0.006888,0.040643,-0.018581,-0.020212,-0.025875,0.016498,-0.012874,-0.007917,-0.001004,0.082139,0.101968,0.025953,-0.019348,0.065848,0.064252,0.033527,0.020488,-0.031003
90319,0.015679,0.037648,-0.051171,-0.029641,-0.036434,0.015509,-0.013689,-0.006743,-0.004572,0.017424,-0.015002,-0.016566,-0.024176,-0.014437,0.020753,-0.034545,0.009557,0.011386,0.01362,0.005046,-0.000287,0.015216,-0.021709,0.018707,-0.021452,0.005596,0.016647,0.018215,0.035844,0.001585,-0.002316,-0.005098,0.007863,-0.02408,0.013811,0.022507,0.013033,0.016382,-0.029817,0.009209,-0.055089,0.0305,0.038044,0.00508,0.013138,0.060881,0.009537,-0.001572,0.00096,-0.013455,0.005473,-0.002524,0.016892,0.000999,-0.006973,-0.011932,0.010301,-0.012618,-0.00508,0.021035,0.00013,0.012975,-0.018254
55976,0.062946,0.00061,-0.021262,-0.011831,-0.030666,0.010401,-0.022017,-0.000804,0.004536,0.000291,-0.008008,0.003156,-0.010242,0.013157,0.009046,-0.016774,0.005221,0.00417,-0.000146,-0.000801,0.020198,0.022657,-0.018032,0.009253,-0.008251,0.001849,0.003336,0.010045,0.010296,0.013726,-0.01566,0.004099,0.001245,-0.012162,0.006646,0.003475,-0.005886,0.00209,-0.011748,0.004994,-0.019808,-0.000857,-0.008362,0.011892,0.016952,-0.005743,0.010637,0.016031,-0.015298,0.014073,0.016625,0.001689,0.015584,0.012621,-0.020139,-0.001875,0.020323,-0.012359,0.004593,0.002849,0.003105,-0.001515,0.00785
22111,-0.01232,0.015246,-0.027823,-0.006419,-0.008951,0.016569,-0.018637,0.005922,0.003857,0.00364,-0.003291,-0.008288,0.013658,-0.027349,-0.006134,0.001595,0.001592,0.006843,0.009955,-0.00034,0.012376,-0.010478,-0.007331,0.013608,-0.01329,0.011076,0.00683,0.01397,0.005763,-0.022919,-0.001752,-0.006145,0.006183,-0.025523,0.001594,-0.004289,0.00799,0.001103,-0.008744,-0.005696,-0.033461,-0.008456,-0.000583,0.011524,-0.00137,0.006498,0.002583,0.017816,0.026924,0.01506,-0.003237,0.003383,0.010789,0.006338,-0.009944,-0.013258,-0.001561,-0.005301,-0.010112,0.0,-0.001321,0.002227,0.004722
47896,-0.000499,0.015079,-0.003148,0.021613,-0.034776,0.009508,-0.01031,0.012421,0.013852,-0.031131,0.00423,-0.011434,-0.002131,-0.03091,-0.010912,-0.01623,-0.000863,0.008742,0.028779,-0.008424,0.009649,0.007271,0.009487,0.020942,-0.010299,0.017446,0.020556,-0.005699,0.012253,-0.016205,-0.005557,0.014967,-0.002064,-0.016846,0.005711,-0.009963,0.035323,0.00904,-0.024757,-0.018866,-0.028088,0.006526,0.008953,0.022542,0.031521,-0.030558,0.040898,-0.013321,0.135392,-0.003251,-0.014933,-0.012284,0.006263,0.028226,-0.010145,-0.007407,0.00269,-0.008567,0.028803,0.046237,-0.010461,-0.006638,-0.027553
