10107,0.004463,-0.002399,-0.004988,0.000448,-0.01217,0.001087,0.020994,0.007002,0.007745,0.000786,0.011519,0.014321,0.00068,-0.001105,0.022975,-0.026368,0.005211,0.002125,-0.009668,0.00137,0.008638,0.009157,0.001428,0.006544,-0.005085,0.00444,0.000334,-0.00542,0.007629,0.001165,0.005152,0.000827,-0.002313,0.00828,0.01314,0.003161,0.013575,-0.003428,0.033117,0.00573,-0.000924,0.006396,-0.020827,-0.013059,0.021314,-0.005818,-0.020523,-8e-05,-8e-05,0.012988,-0.029733,0.011188,0.01403,0.023092,-0.00667,-0.014445,0.005387,0.006068,-0.011671,0.000475,-0.000634,-0.00967,0.006323,-0.016305
84788,0.019453,0.01462,-0.002205,-0.013874,-0.025765,-0.003167,0.030738,0.001484,0.010585,-0.002715,0.015502,0.017397,0.011308,0.020104,0.012235,-0.029952,0.005377,0.005354,-0.010125,0.004372,0.004133,0.018779,-0.000116,0.003705,-0.001011,0.010127,0.006847,-0.007579,0.006259,-0.001765,-0.000548,0.000982,0.009849,0.000955,-0.001678,0.013762,0.019319,-0.011446,0.000263,0.025433,-0.006254,-0.006144,-0.007786,-0.005598,0.032428,-0.006069,-0.01515,-0.001681,-0.009334,-0.005206,-0.035609,0.009568,0.016863,0.019464,-0.020219,-0.005367,-0.00078,0.001163,-0.023768,0.004296,0.007212,-0.009388,-0.001578,-0.022711
14593,0.010511,0.005029,-0.00182,-0.005754,-0.011575,0.002377,0.034642,0.011235,0.004422,0.011117,0.013008,0.010209,-0.007925,0.008739,0.03683,-0.020708,-0.012091,-0.010332,0.008994,0.001326,0.006518,0.006791,0.014537,0.006855,0.00174,0.006694,0.015736,-0.002999,0.005614,-0.008324,-0.000402,0.00181,0.0001,0.019473,0.003594,0.003287,0.014423,-0.001542,-0.009075,-0.004774,0.001517,-0.019256,0.049086,-0.006508,0.012431,-0.015443,-0.026957,0.000197,-0.010744,-0.0138,-0.058119,0.01583,0.011979,-0.0044,-0.005682,-0.03127,0.019171,-0.020472,-0.01707,-0.003841,-0.004135,-0.004769,0.005187,-0.018116
13407,0.005141,0.031366,0.023242,0.007299,-0.019593,0.002779,0.014564,-0.000872,0.008434,-0.018458,-0.024623,-0.033197,0.006855,0.023952,0.003868,-0.010477,0.011866,0.008359,-0.010794,-0.001929,0.006886,0.012058,0.032602,-0.003789,0.014291,-0.001704,-0.004496,0.015149,0.001352,-0.001743,0.008957,0.003071,-0.004342,-0.000503,-0.002797,0.017725,0.012897,-0.00653,0.058495,-0.009159,0.017181,-0.007085,-0.001913,-0.00259,0.01527,-0.008134,-0.021199,-0.001212,-0.004696,-0.001643,-0.036105,-0.004462,0.030654,0.003865,-0.009038,-0.013923,0.011493,0.002705,-0.024013,0.00105,0.01795,-0.011502,0.004501,-0.030272
14542,0.018814,0.005969,0.012398,-0.003589,-0.012575,-0.000857,0.029274,0.014833,0.000101,-0.006511,-0.000919,-0.000169,0.01232,0.020953,0.006185,-0.021144,-0.010369,-0.007024,-0.009792,-0.003862,0.004125,0.018,0.005074,0.004523,0.007529,-0.006461,-0.002742,-0.005474,0.004101,0.002046,0.010999,0.002652,0.004938,0.007505,2.4e-05,0.010086,0.01258,-0.006761,0.005931,0.00691,0.012105,-0.076966,-0.017165,-0.004683,0.019603,0.003366,-0.012855,-0.006669,-0.003335,0.001626,-0.027691,-0.010238,0.039065,0.012687,-0.014148,-0.020176,0.009466,0.001557,-0.009249,-0.006399,0.0006,-0.015598,0.001335,-0.012809
22111,0.012515,0.00094,0.002094,0.002306,-0.006111,-0.001302,0.003622,0.004475,0.001653,-0.009971,-0.003043,-0.003125,0.009259,-0.008307,0.0059,-0.008617,-0.002191,0.014348,0.000938,0.001298,0.006552,-0.005794,-0.009138,-0.003921,-0.011664,0.004499,-0.000294,-0.004187,7.4e-05,-0.002729,0.005695,0.003971,0.010987,0.003623,-0.007219,0.002254,0.015018,-0.005004,0.003233,0.005299,-0.003918,0.009725,0.005312,-0.00472,0.005167,0.000563,-0.01492,-0.001286,-0.007583,0.002307,-0.013305,-0.00277,0.000658,0.009495,0.002894,-0.001371,-0.002167,0.004634,0.007423,7.2e-05,-0.01282,-0.041877,0.005939,-0.007267
47896,0.000671,-0.002298,-0.000768,-0.003746,-0.007231,0.000388,0.013008,-0.002971,0.003364,0.0091,0.011487,0.006007,-0.003638,-0.021348,-0.015786,-0.030232,-0.00832,0.010007,-0.003403,0.011348,0.005163,0.033686,0.004778,0.001997,0.009587,-0.002368,0.003229,-0.007383,0.004482,0.008449,0.046879,-0.01142,0.010551,0.028803,-0.007349,0.001234,0.001232,-0.00167,0.000528,0.00757,0.014414,-0.000603,-0.007669,0.002171,0.006152,-0.00887,-0.016335,-0.0053,-0.000799,-8.9e-05,-0.027198,0.007949,-0.003807,0.01283,-0.004851,0.005236,0.003413,-0.008145,-0.019672,0.009849,-0.010847,-0.002764,-0.010719,-0.010275
90319,0.019502,0.004266,0.013672,-0.003635,-0.012095,-0.000765,0.02547,0.015255,0.001512,-0.005446,-0.00187,-0.00147,0.011703,0.019934,0.007909,-0.02304,-0.008504,-0.006297,-0.009942,-0.004873,0.003941,0.01877,0.005471,0.004372,0.007136,-0.00656,-0.002617,-0.004626,0.003126,0.002603,0.010863,0.003108,0.004386,0.006681,0.001072,0.0099,0.013424,-0.008295,0.005785,0.007954,0.014701,-0.075019,-0.021385,-0.005804,0.019751,0.003287,-0.012233,-0.006854,-0.0024,-0.000283,-0.026592,-0.01032,0.040841,0.011701,-0.013271,-0.020637,0.008544,0.001221,-0.009093,-0.005876,0.000834,-0.017217,0.001313,-0.013296
11850,0.012274,0.003875,-0.001494,-0.011348,0.0111,-0.014346,0.009746,0.002758,0.008875,-0.003345,-0.003605,0.011603,-0.00259,0.005564,0.00578,-0.016017,-0.006958,0.013013,-0.007658,0.004979,0.000743,0.01151,-0.004282,-0.005898,0.014215,0.005363,0.006183,-0.012892,-0.004516,0.004782,-0.012569,-0.003337,0.00682,0.002833,-0.003684,0.021817,0.00579,-0.019429,0.005626,-0.021041,-0.00646,0.003876,-0.020055,-0.017542,0.002329,-0.004389,-0.005316,0.001564,-0.000911,0.008597,-0.011102,0.001321,0.007387,-0.000131,-0.005893,-0.000132,0.004611,-0.009049,-0.023425,0.004201,-0.020108,-0.006197,-0.002633,-0.016674
55976,-0.010708,-0.000817,0.005008,-0.000813,-0.008243,0.001437,0.00912,-0.001117,0.006709,-0.002827,0.002036,0.012599,0.001906,-0.012118,0.004258,-0.007874,-0.001119,0.001528,-0.01129,-0.000823,0.004118,0.002973,-0.008996,0.002579,0.009466,0.007339,0.004047,-0.005442,0.009221,0.012048,0.00754,0.008566,0.004881,0.002235,0.000194,-0.00785,0.006838,0.004463,-9.7e-05,-0.019223,0.000295,0.012603,-0.014391,-0.002072,0.009194,0.003723,-0.011322,-0.009872,-0.002293,0.02381,-0.019822,0.004004,-0.004088,0.014317,-0.004442,0.006544,-0.00394,0.010977,-0.003619,0.007952,-0.002435,-0.002929,0.000685,-0.007339
