14593,-0.01402,-0.007516,0.002047,0.007251,0.004056,-0.000909,0.007176,-0.008229,-0.015076,0.001233,-0.003283,0.004221,-0.022758,-0.002413,0.008517,-0.003754,0.005756,-0.028096,-0.014561,0.016841,0.008655,0.012712,0.003033,-0.009386,0.005685,0.004292,0.007713,0.003103,0.004537,-0.005646,0.01982,-0.000101,0.01063,0.000401,0.000901,-0.005302,-0.007744,-0.013379,-0.006883,0.064963,0.013502,-0.001246,0.017657,-0.014804,0.012538,0.006144,0.015207,0.008281,0.00406,-0.007444,-0.000648,0.002316,0.012017,-0.000913,-0.001463,-0.001282,0.002567,-0.007772,0.003133,-0.007533,-0.004258,-0.005857,-0.001122,-0.007676,0.000943
10107,-0.00283,-0.007001,-0.013148,0.006565,-0.000576,-0.001152,-0.008071,-0.002712,-0.02603,-0.006183,-0.00281,0.014087,-0.00516,-0.001197,0.022369,-0.003907,0.018043,-0.040069,-0.028096,0.020855,0.022249,0.012465,-0.000195,0.000195,0.004104,0.0,0.017906,0.005545,0.011789,0.005638,0.004298,-0.000744,0.004842,-0.016123,0.053117,-0.001967,0.013799,0.002828,0.000529,-0.010042,0.000356,0.008362,-0.001764,0.0,0.006893,0.007372,0.009932,0.001725,0.002411,-0.003093,0.004826,-0.006175,0.003107,-0.005506,0.002089,0.000695,0.000347,0.000868,0.003815,0.001036,0.003796,-0.002407,0.001206,-0.003614,-0.007428
84788,-0.004635,0.012232,-0.003708,0.00164,-0.004114,0.004007,0.00139,-0.013386,-0.003719,0.005676,-0.007007,0.00455,-0.015498,0.010787,0.002535,-0.007292,0.016155,-0.032019,-0.010873,0.023996,0.010806,2.8e-05,0.014058,0.003335,0.013061,-0.00141,0.012545,0.010686,-0.007389,-0.007458,-0.001926,-0.007771,0.000857,0.005271,0.007798,-0.00173,0.000578,-0.007048,-0.005435,0.001468,0.021638,0.008238,0.011768,-0.009326,-0.00781,0.008123,0.006848,0.000757,0.002283,0.000325,0.003487,0.001712,-0.005268,-0.005791,0.000772,-0.000222,-0.009353,0.002865,0.003911,-0.00682,0.002601,0.012882,0.002978,-0.00481,0.002058
11850,0.002471,-0.007956,-0.001807,0.010977,0.015335,0.000882,-0.001322,-0.00761,0.006779,-0.001766,-0.002986,0.011757,-0.005481,0.004409,0.0045,-0.003933,0.00691,-0.026253,-0.005929,0.02307,0.01705,0.013844,0.001067,-0.008738,0.011503,-0.01201,0.006239,0.003742,0.01129,-0.000737,0.000738,0.00179,-0.003154,-0.003691,-0.005716,-0.000852,0.001705,-0.019253,-0.007267,-0.006774,-0.00781,-0.013858,-0.034739,0.013743,0.00517,-0.000114,0.000914,0.011763,0.001242,-0.017362,0.003588,0.01303,-0.000455,0.001253,0.002161,0.00908,-0.012485,0.002164,-0.003068,0.00342,-0.006362,-0.002172,0.006531,-0.003643,-0.004342
22111,0.000799,0.015162,0.002358,0.008801,-0.000345,0.000605,0.010363,8.5e-05,-0.00188,0.002826,-0.006062,0.001976,-0.009945,0.009179,-0.003089,0.00241,0.0079,-0.014909,0.007956,0.014414,0.009304,0.016509,-8.2e-05,0.00808,0.003026,-0.00106,0.002775,0.000651,-8.1e-05,0.000651,0.001463,-0.001461,0.001138,0.017135,-0.000878,8e-05,-0.000959,-0.00112,0.002082,-0.003036,-0.002485,0.006187,0.001357,-0.004386,-0.007609,-0.000323,0.003068,-0.004749,-0.001779,-0.000567,0.003324,-0.004444,-0.007385,-0.016188,0.008144,-0.004864,0.0,-0.006588,0.002602,-0.006112,-0.001179,0.003964,0.007392,-0.003752,-0.001088
13407,-0.000252,0.001263,-0.003868,0.002701,-0.008671,0.00535,0.001436,-0.016363,-0.022895,0.008688,-0.002958,-0.001832,-0.011977,0.003097,0.008909,-0.004109,0.010271,-0.026069,-0.027748,0.03423,0.012955,0.001051,-0.000788,-0.001664,0.023684,-0.007284,0.011998,0.005374,0.000509,-0.009752,0.004367,-0.003666,0.021479,0.010388,0.010861,-0.010745,0.003234,0.005207,-0.003371,0.017489,0.013459,-0.00848,0.002985,-0.009814,-0.004712,0.015101,0.006353,0.000879,-0.001597,-0.001439,0.00016,-0.00016,-0.007848,-0.004843,0.008678,-0.003699,-0.002825,0.004775,0.001772,-0.007156,0.00332,0.008637,0.012644,-0.005532,0.002225
12060,-0.00397,-0.001993,-0.003661,0.006012,0.000664,0.00564,-0.002309,-0.006614,-0.006991,0.020449,0.004928,0.009153,-0.001305,0.007516,0.003568,-0.005171,0.01332,-0.043924,-0.016767,0.021146,0.020374,0.030442,0.000318,-0.00127,0.009221,0.00252,0.011942,0.000311,0.001552,0.0031,0.008344,0.007662,0.000912,0.000608,-0.004555,-0.005796,-0.016263,-0.013101,-0.005373,-0.006037,-0.000959,-0.00352,0.000321,-0.00321,0.002576,0.001285,0.003529,-0.00032,0.000959,-0.000958,0.00064,-0.001598,0.0,-0.0016,0.003206,0.004474,-0.005727,0.00224,-0.002874,-0.00032,-0.00032,0.000641,0.004163,0.000319,-0.004144
14542,-0.002134,-0.005108,-0.011035,-0.008016,0.00014,0.016228,0.000412,-0.012586,-0.00146,-0.000125,0.000905,-0.011907,-0.02624,0.002877,0.003215,0.002184,0.006323,-0.03797,-0.010308,0.017628,0.005985,0.011679,0.010273,-0.006751,0.004723,-0.003454,0.014769,0.013407,0.007761,-0.005079,0.005537,-0.001526,0.019351,0.004334,0.00574,-0.003454,0.005564,-0.003999,-0.001825,0.004537,0.005581,0.030674,0.00532,-0.002342,0.002736,-0.002031,0.013751,-0.000588,0.003198,0.000536,0.000217,-0.002077,-0.000996,-0.006774,0.003564,-0.00309,-0.002675,-0.004217,-9.1e-05,-0.00316,-0.000299,0.000169,0.003392,-0.003963,-0.002653
38703,0.00552,0.002157,-0.018,0.005977,-0.004357,-0.005371,-0.0172,-0.01628,-0.007654,-0.022723,-0.002133,0.001496,-0.005336,0.007082,0.006392,-0.005505,0.020013,-0.045919,-0.015314,0.024217,0.018872,0.007664,-0.006339,-0.017436,0.009522,0.003215,0.021154,0.006068,0.005616,-0.001655,0.01388,-0.025133,0.011947,0.001864,0.004962,-0.006377,0.000414,-0.004139,-0.003117,0.000625,0.002708,-0.003324,-0.003335,-0.002301,0.005241,0.005676,0.017559,0.004725,0.000409,-0.015328,0.001245,-0.007048,0.007724,0.003522,0.00351,-0.001646,0.002473,-0.000411,-0.004524,0.004545,-0.005141,0.002687,0.021645,0.021388,0.003556
66093,-0.010728,0.00284,0.009526,0.003316,0.011439,0.001759,0.00577,0.005987,-0.003471,0.004728,-0.002229,0.004964,0.005927,0.001228,0.007111,0.0056,0.014044,-0.008596,0.012283,-0.000238,0.012375,0.01575,0.006017,-0.002761,0.005306,-0.018562,0.007329,-0.002347,-0.002352,0.004244,0.004226,0.002806,-0.000933,-0.001867,-0.001403,-0.004449,0.013876,-0.003943,-0.013041,0.008966,-0.004209,0.016675,-0.002541,-0.000463,-0.000463,-0.001391,0.001857,-0.005329,0.003494,0.002785,0.004398,-0.002535,-0.006007,-0.02464,-0.002383,-0.010989,-0.00942,-0.002438,-0.001467,0.00049,0.004894,-0.009496,0.007866,-0.002683,-0.000245
