14593,0.001966,0.009623,0.041008,-0.055716,0.00472,-0.033189,0.016112,-0.051841,-0.026894,0.031916,-0.010672,0.025423,-0.056419,-0.024641,0.001747,0.040119,-0.019216,0.00114,0.0232,0.040757,-0.005346,-0.000873,0.016811,-0.038556,0.005228,0.017586,-0.005043,-0.035956,-0.038629,-0.038285,0.006673,0.020112,-0.039651,0.011533,0.032761,-0.003827,0.021574,0.024517,0.0,-0.02979,0.013024,-0.018028,0.016164,0.01893,0.009607,0.024,0.004715,-0.014758,0.006834,-0.002537,0.020483,0.01145,-0.020643,0.026722,0.01351,0.015094,-0.008111,-0.007398,-0.008826,0.034235,0.003572,0.032793
10107,0.025043,-0.009456,0.029101,-0.043555,-0.009447,-0.036946,0.018596,-0.03321,-0.019958,0.022596,0.001455,0.020344,-0.045424,-0.0037,-0.002291,0.032032,-0.003952,0.01117,0.012875,0.027604,-0.005014,0.002023,0.007929,-0.016607,-0.004703,0.013954,-0.00767,-0.020783,-0.044564,-0.042413,0.009205,0.029735,-0.02697,0.01094,0.024591,-0.002404,0.022637,0.03415,-0.010497,-0.031749,0.014738,-0.013179,0.010708,0.012597,0.012783,0.008227,-0.002757,-0.011769,-0.040982,-0.003745,0.005381,0.01039,-0.009621,0.020767,0.010558,0.009799,-0.016916,-0.005876,-0.026774,0.066852,0.028541,0.015665
84788,0.001758,-0.00198,0.013481,-0.07561,-0.014041,-0.052134,0.000643,-0.032032,0.014791,0.057276,-0.019853,0.041133,-0.071562,0.001928,0.002535,-0.000316,-0.032141,0.025696,0.040295,0.036632,0.04397,0.012266,0.03145,-0.025185,0.019943,-0.014344,-0.014797,-0.041509,-0.055962,-0.054537,-0.013119,0.05239,-0.037243,0.024696,0.02316,0.002484,0.032033,0.035752,-0.027821,-0.051404,0.014153,-0.024881,0.031541,0.035962,0.007313,0.017493,-0.006791,-0.032803,-0.02264,0.010804,0.002083,0.026394,0.001849,0.039117,0.038575,0.01515,-0.017733,-0.010456,-0.052254,0.053654,0.010829,0.103615
93436,0.036956,0.006988,0.047699,-0.083286,-0.008737,-0.09073,0.016427,-0.082546,-0.008174,0.057129,-0.058759,0.05141,-0.068014,-0.000549,-0.064165,0.016569,-0.069255,0.048777,0.074271,0.073333,-0.001804,-0.023594,0.046774,-0.092194,0.016047,0.002546,0.012475,-0.008931,-0.031191,-0.071022,0.023887,0.054824,-0.085408,0.017175,0.093544,-0.004008,-0.004306,0.045249,-0.003202,-0.050044,-0.017937,-0.017579,0.012429,0.025536,-0.005721,0.055279,0.025435,-0.06548,-0.005434,0.017034,0.005372,0.007357,0.001999,0.020717,0.008023,0.097805,0.001975,-0.013995,-0.035664,0.061655,0.022124,0.05785
14542,0.019053,0.008301,0.037632,-0.047551,-0.009306,-0.022272,0.013269,-0.005441,-0.00702,0.029644,-0.014788,0.01663,-0.03685,-0.014729,-0.012935,0.02153,-0.051408,-0.000817,0.02321,0.041581,0.010993,0.000859,0.03162,-0.027024,0.021355,0.001872,7.2e-05,-0.019789,-0.030374,-0.040843,0.002971,0.02982,-0.034011,0.01153,0.038469,0.00017,0.005806,0.051946,-0.016159,-0.034736,-0.002798,-0.025691,-0.002665,0.044059,0.011648,0.035521,0.007229,-0.030341,-0.014358,-0.023183,-0.006659,0.011908,-0.025335,0.042853,0.000698,0.002964,-0.058067,-0.001384,-0.025598,0.07739,0.008715,0.01789
90319,0.021677,0.006442,0.041991,-0.047076,-0.006515,-0.027953,0.016745,-0.006928,-0.006677,0.028415,-0.013835,0.01772,-0.039267,-0.013543,-0.013372,0.02369,-0.049494,-0.001557,0.018785,0.04197,0.01287,0.001143,0.032755,-0.026198,0.019901,0.002816,0.00038,-0.020125,-0.031994,-0.042902,0.003036,0.028571,-0.033991,0.010469,0.041071,-0.000506,0.006768,0.051077,-0.018152,-0.03303,-0.002732,-0.024516,-0.00207,0.041619,0.011557,0.036754,0.004803,-0.030808,-0.014316,-0.023391,-0.008855,0.012776,-0.02458,0.043841,0.000791,0.003863,-0.056323,-0.003614,-0.023161,0.076557,0.01026,0.018386
92655,-0.014551,-0.003053,0.016012,-0.025413,0.009905,-0.02642,0.003269,-0.003811,-0.015119,0.013785,0.00787,0.006766,-0.042942,0.015211,0.015004,0.013073,0.011136,0.001065,0.008312,0.009717,-0.02037,-0.008515,-0.000589,-0.013509,0.009411,0.014117,-0.007182,-0.008308,-0.009807,-0.030807,-0.016926,0.005587,-0.014193,-0.008836,0.062514,0.019487,0.020687,-0.008343,0.020216,0.005498,0.014299,-0.004033,0.00734,-0.023502,0.019892,-0.001766,0.008262,-0.003239,-0.004894,-0.025621,0.002374,0.054376,-0.019594,0.02711,-0.026207,0.005756,-0.00201,0.015458,0.004004,0.005681,0.012869,0.00157
22111,-0.010085,-0.001959,0.010713,-0.01909,-0.002206,0.005443,-0.001353,-0.005421,0.009879,-0.005734,0.006955,0.004155,-0.018566,-0.008889,0.017477,0.020285,0.010923,-0.009813,-0.000891,0.009083,-0.008614,-0.010138,-0.003151,-0.004121,-0.000113,0.010998,-0.005944,-0.020138,-0.006678,-0.010084,-0.015339,0.010702,0.000529,-0.003645,0.020949,0.01578,0.022306,0.014639,-0.000933,-0.028443,0.000283,0.002938,0.011323,-0.007687,0.000898,0.001122,-0.001233,0.000393,-0.014017,-0.002332,0.001368,0.014515,-0.022443,-0.014578,-0.005708,0.003515,0.004728,0.001975,0.007074,-0.002764,0.005774,0.001837
86580,0.053162,0.003533,0.037343,-0.073276,-0.008968,-0.09237,0.038053,-0.054845,-0.02736,0.094652,-0.024963,0.052885,-0.068163,0.010981,-0.025111,0.01222,-0.044029,0.050823,0.051605,0.053779,-0.007389,-0.018852,0.069432,-0.044508,0.003526,0.007452,-0.014477,-0.032175,-0.059508,-0.078178,0.012079,0.043635,-0.05603,0.017884,0.043199,-0.012435,-0.008252,0.055532,-0.015006,-0.052582,-0.027531,-0.024643,-0.041955,0.030366,0.011093,0.048116,-0.001261,-0.043314,-0.00462,0.005437,0.013717,0.025371,0.021507,0.055338,0.047964,0.013646,-0.040499,-0.017033,-0.028842,0.07603,0.010905,0.009953
11850,0.013607,0.0206,0.0398,-0.015158,0.015281,-0.078853,0.00663,0.020819,0.004494,0.029664,0.02352,0.012754,-0.015851,0.005405,0.0079,0.022099,0.005432,0.020127,0.003531,0.00983,-0.016293,0.019167,-0.001738,0.014539,-0.002523,0.045832,0.011802,-0.021608,-0.018274,-0.045889,0.002608,-0.012591,-0.036885,-0.057665,0.062239,-0.039572,-0.030162,0.019833,0.024511,0.027744,-0.03694,-0.028144,0.022303,-0.031297,-0.01804,0.031941,0.001629,-0.005112,-0.013312,0.004024,-0.020038,0.016839,0.018453,0.025203,0.010989,-0.016697,-0.007635,0.033303,-0.00389,0.021645,0.011685,0.046308
