permno,2015/1/31,2015/2/28,2015/3/31,2015/4/30,2015/5/31,2015/6/30,2015/7/31,2015/8/31,2015/9/30,2015/10/31,2015/11/30,2015/12/31,2016/1/31,2016/2/29,2016/3/31,2016/4/30,2016/5/31,2016/6/30,2016/7/31,2016/8/31,2016/9/30,2016/10/31,2016/11/30,2016/12/31,2017/1/31,2017/2/28,2017/3/31,2017/4/30,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/30,2017/10/31,2017/11/30,2017/12/31,2018/1/31,2018/2/28,2018/3/31,2018/4/30,2018/5/31,2018/6/30,2018/7/31,2018/8/31,2018/9/30,2018/10/31,2018/11/30,2018/12/31,2019/1/31,2019/2/28,2019/3/31,2019/4/30,2019/5/31,2019/6/30,2019/7/31,2019/8/31,2019/9/30,2019/10/31,2019/11/30,2019/12/31,2020/1/31,2020/2/29,2020/3/31,2020/4/30,2020/5/31,2020/6/30,2020/7/31,2020/8/31,2020/9/30,2020/10/31,2020/11/30,2020/12/31,2021/1/31,2021/2/28,2021/3/31,2021/4/30,2021/5/31,2021/6/30,2021/7/31,2021/8/31,2021/9/30,2021/10/31,2021/11/30,2021/12/31,2022/1/31,2022/2/28,2022/3/31,2022/4/30,2022/5/31,2022/6/30,2022/7/31,2022/8/31,2022/9/30,2022/10/31,2022/11/30,2022/12/31,2023/1/31,2023/2/28,2023/3/31,2023/4/30,2023/5/31,2023/6/30,2023/7/31,2023/8/31,2023/9/30,2023/10/31,2023/11/30,2023/12/31,2024/1/31,2024/2/29,2024/3/31,2024/4/30,2024/5/31,2024/6/30,2024/7/31,2024/8/31,2024/9/30,2024/10/31,2024/11/30,2024/12/31
16736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0714283116,0.0766118534,0.0285715488,-0.0277766370,,,,0.0992084086,0.0969761319,0.0735234678,-0.0354675287,-0.0447990506,0.0434400819,0.0826778600,-0.1108056419,0.0375598890,-0.0197007893,0.0969829260,0.0568204570,0.0045070241,0.0468691103,-0.1354104801,-0.0282409185,-0.0571169310,0.1577714078,0.1007098071,0.0348393679,-0.0264213370,-0.1288657931,-0.0204409708,-0.1310432437,-0.1997314755,0.2243103443,0.0349360363,-0.1047498540,-0.0250799353,0.0305445712,-0.0120524166,,,,,,,,,,,,,,,,,,,,0.0539595573,-0.1267493022,0.1293138758,,,,,,,,,,,,,0.1225438480,0.0656321568,0.0058382930,0.0822105442,0.1093206781,0.0651588285,0.3228253118,0.3180932770,0.0602558711,0.2890979112,-0.1681759870,-0.0929704807,0.1234863700,0.4028734666,-0.0032710067,0.2878890811,-0.1360864107
16753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0271920955,,,0.0027648333,-0.1063029452,0.0846084505,-0.0456398464,0.1888615020,0.1719505779,-0.0151306415,0.0968335368,0.0129355198,0.0133173718,0.0652067421,0.0641119796,-0.0065818037,0.0944119844,-0.1659618454,0.0688064917,0.0007317523,-0.0281833077,-0.1495603659,0.1650969831,-0.0242795724,-0.1222740229,0.1519417983,0.0218598670,-0.0572900511,0.0317765181,0.2848478077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0077997595,0.0612219932,-0.0685482436,-0.0937394010,-0.0073773971,0.0226142704,0.0282297789,0.0432322320,0.0612517388,-0.0949308495,-0.1681572406,0.0800069537,-0.0591553980,0.0061713870,-0.0840798861,0.0015007575,0.0918214649,-0.1786824432,-0.1971974550,-0.0443834921,-0.0524505091,0.0842321459,-0.0197801345,-0.0073725893,-0.0094117215,-0.2028033970,-0.2514213242,-0.2413802625,0.3788858230,0.0594016726,0.0442210683,0.0278752716,0.0426322099,-0.0050213234,0.0430945215,0.0996344573,0.1193116022,0.1462990774,-0.0934538103,0.0589200666,-0.0021993288,0.0894452645,-0.0938760458,-0.0266120795,-0.0084381714,-0.0814634579,0.0236798581,0.0667837064,0.0947291583,-0.0440536694,0.0157803557,-0.0456544666,-0.1386201864,0.0340894169,-0.1808410272,0.0929523028,-0.0500242881,-0.0941793273,0.1349180321,0.2385520358,-0.0266620859,0.0783016766,-0.0021761472,-0.0419184159,-0.0156727601,-0.0264910649,0.0632557745,0.1006421161,0.0066751920,-0.0311717038,-0.0060024349,-0.0134379185,0.0768475588,-0.1966715667,0.1051279005,0.1011074335,-0.0608808720,0.0540183263,-0.0050182180,0.0558839811,0.0238319221,0.0730281548,-0.0574667898,0.0084064238,-0.0878093906
16917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0430624263,,0.0396102143,0.0599109376,0.0438484417,-0.0145640877,-0.0119735222,0.0700006135,-0.0078732710,0.0233291712,0.0378401264,0.0022509765,-0.1606206636,0.2154666895,0.0773976730,-0.0574196929,0.0294042595,0.1225340624,0.0350764985,-0.0094611246,0.0484056178,-0.0354772708,-0.0681048480,-0.0434091233,,,,,0.0619405594,,,,,,,,,,,-0.0371075027,,,-0.0216135158,,,,,,,,,,,0.0822859448,,,,,,,,,,,,,,,,
16932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1308947663,0.5009172594,-0.3210547394,0.4344170842,0.0732169201,-0.1650546780,-0.0967126844,-0.1180165651,-0.2371165741,0.3858000331,-0.0837516827,0.0316961145,0.2064003360,0.1200217570,0.0883113847,0.0102849422,0.3470819238,0.1620896769,0.1456552408,-0.0168550940,-0.1639839712,0.0527965626,-0.0280080905,0.3207843857,-0.0673711245,-0.1636797631,-0.1108101509,-0.0269652080,-0.2534923199,0.0984354390,-0.3054586550,-0.0560803816,-0.0556359382,-0.2851082881,0.0215274604,-0.1344576492,,,,,,,,,,,,,0.5280966181,,,,0.7491985616,-0.1413572042,-0.0392754800,,,,,,,,,,,
16968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1227196336,0.1874200463,0.4591677188,-0.0505071161,0.0013118740,0.0206017337,-0.0097943836,-0.0310051998,0.2190165443,0.3041759107,0.0158024308,0.1233274406,-0.2961080759,0.1122908974,-0.0282284614,0.2477405327,-0.0071936763,0.0914793378,0.2033532105,0.1055760006,-0.0444850462,0.1585939279,-0.2390163540,0.0867115540,0.1622361900,-0.1750032693,-0.3318421204,0.0942452395,0.1289876841,-0.0029015223,-0.3849967922,-0.0782114264,-0.1657638596,0.2891460669,0.0772451825,-0.0646857901,0.1354004017,0.1037729259,0.3012826031,0.3989244558,0.0506463202,-0.0437392684,-0.0789836011,-0.0128463338,0.2064799509,-0.0277278540,-0.0203744845,0.0771290233,-0.1912512363,0.0255269948,-0.3676906931,-0.2515961173,-0.0423137380,0.2150169388,0.1002344897,0.0629773163,0.1367285816,-0.2780879929
17005,0.0100409084,0.0428727074,-0.0094039696,-0.0346556647,0.0169875767,0.0231205892,0.0673326819,-0.0895353299,-0.0578153734,0.0227411764,-0.0935446614,0.0243057199,-0.0234897212,0.0393660392,0.0552376136,-0.0271208280,-0.0402988143,-0.0086988925,-0.0135924285,-0.0475215307,-0.0472175080,-0.0503507249,-0.0857322635,0.0262720213,0.0037098824,0.0363982651,-0.0350325235,0.0534493112,-0.0625902863,0.0277184175,0.0022166665,-0.0302194001,0.0646757496,-0.1459539503,0.1177570372,-0.0122602505,0.0921242443,-0.1901239028,-0.0814990236,0.1311085415,-0.0677946037,0.0151454274,0.0156088298,0.1796834801,0.0573548091,-0.0801423136,0.1078890576,-0.1837545008,0.0081548926,-0.1176366649,-0.0674375160,0.0179623591,-0.0865186799,0.0329854473,0.0261960849,0.1002313366,0.0485463568,0.0877412801,0.1225947149,-0.0130210685,-0.0809240436,-0.1611618558,-0.0734046506,0.0460129581,0.0472785758,-0.0102044390,-0.0174495071,-0.0130292437,-0.0598831116,-0.0220690376,0.2120482879,0.0112518593,0.0623523486,-0.0592366091,0.0912398263,0.0222198875,0.1318591097,-0.0282962328,-0.0069703830,0.0482950875,-0.0177089321,0.0581424356,-0.0024653572,0.1619721400,0.0328139389,-0.0294048240,-0.0308351671,-0.0668009333,0.0064485414,-0.0422739128,0.0310100271,0.0291480311,-0.0283230097,-0.0010226285,0.0758198576,-0.0852981987,-0.0494371141,-0.0483035233,-0.0874396757,-0.0023553741,-0.0793057434,0.0161682601,0.0950204346,-0.1471008113,0.0447393471,-0.0012725074,-0.0153594819,0.1802712963,-0.0495771890,0.0070433053,0.0607790120,-0.1408280435,0.0584259107,0.1004283914,0.0493191888,-0.0464757270,0.1037370863,-0.0824968802,0.0613585382,-0.2499594419
17104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0353338248,0.0611551769,,,,,,,,,,,,,,,,,,
17144,-0.0270142805,-0.0053643843,0.0579452051,-0.0145567272,0.0104385675,-0.0101259001,0.0274950268,-0.0249108905,-0.0110991787,0.0460621798,-0.0072175124,-0.0102997083,-0.0325915869,0.0659287191,0.0670374539,-0.0246712733,0.0234739428,0.1290181508,0.0664466818,-0.0021116622,-0.0979947516,-0.0222744751,-0.0167799531,0.0136223556,0.0097499347,-0.0374687453,-0.0311943721,-0.0244190384,0.0024719012,-0.0373597474,0.0217708126,-0.0501141502,-0.0370217887,0.0116762354,0.0893701790,0.0523612963,-0.0053444536,-0.1515610006,-0.1086050783,-0.0187131481,-0.0289289724,0.0465829227,0.0521768041,0.0059018361,-0.0604197177,0.0248878154,-0.0340177561,-0.0702004586,0.1550782435,0.0814582364,0.0980247014,0.0041374175,-0.0364439343,0.0757862906,0.0050279224,-0.0038885557,0.0331770296,-0.0300469911,0.0514697135,0.0045016793,-0.0158969254,-0.0759952095,0.0264525437,0.1449026749,0.0454385365,-0.0297445789,0.0552015796,0.0107474613,-0.0354958185,-0.0472894055,0.0270157382,-0.0409399752,-0.0091081993,-0.0892407954,0.1134923613,0.0008039006,0.0232797615,-0.0276098608,-0.0257171545,-0.0262792822,0.0347677607,0.0416898481,-0.0004853923,0.0968580293,0.0319297283,-0.0134593131,0.0038521943,0.0486768421,-0.0124402032,0.0801731727,0.0080960750,0.0148007905,-0.0024729370,0.0725473032,0.0455981715,-0.0169979061,-0.0654222927,0.0207972132,0.0824553132,0.0488152966,-0.0582962780,-0.0886412186,-0.0127565713,-0.1032456628,-0.0628295396,0.0523476279,-0.0242171910,0.0407414542,0.0056006891,-0.0179037012,0.0881803611,0.0131513244,-0.0177180778,-0.0485782067,0.0708187760,0.0682724516,0.0348945778,-0.0642224718,-0.0287307762,-0.0375778318
17279,0.0345318747,0.0487260481,-0.0458482206,0.0690141271,0.0478454737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4277381640,-0.0369387709,0.0371796996,0.0500063648,0.0999867688,-0.1937599695,,,,,,,0.1530876307,0.1022012205,0.4721558266,-0.0043647110,0.1644677298,0.1038886692,-0.0184883963,-0.0592180298,0.0925219861,0.3166519032,0.0094023236,0.0291647205,-0.1527065333,0.0930266259,0.0369515170,0.1266658488,0.0918736989,0.1644062529,-0.0579150913,0.2160028267,0.0881576933,0.0098040299,-0.2078923910,0.0720376825,-0.0516092843,-0.1548968192,-0.2448943282,-0.0233846596,0.0007120026,0.0092540192,0.0322154058,-0.0624799229,-0.1340046534,-0.1614837543,0.1098587872,0.0284647840,-0.1289800606,-0.1860860488,0.5267065020,0.0798631158,0.1072882225,0.0366014370,0.0564226169,-0.0136735396,0.2447566961,0.1086872225,0.0636813696,0.0035256128,-0.1882086714,-0.0998814697,-0.0136387691,0.1692556508,-0.0970176900,0.1464116599,-0.1333827536,0.0654125874,0.1060623242,-0.1267236348
17478,-0.0079866165,0.1615765616,-0.0008678691,0.0087026359,-0.0150152635,-0.0318060170,0.0029590961,-0.0433845456,-0.1081571536,0.0480807426,0.0269616430,0.0113859373,-0.1498005215,0.0938396276,0.0728403578,0.0795124115,0.0497943368,-0.0319497695,0.1528296160,0.0316165124,0.0244459175,-0.0372173381,-0.0205465676,-0.0962285016,0.1065274665,0.0761115942,0.0056927519,0.0458293166,0.0608054075,0.0159360985,0.0516995195,0.0179451933,0.0180391429,-0.0066660582,0.0602213718,0.0283522143,0.0690680681,0.0621973686,-0.0038570827,-0.0128763285,0.0419027326,0.0323560283,-0.0169232029,0.0520941034,-0.0527482526,-0.0731048572,0.0057935412,-0.0723291350,0.1277506318,0.0782688244,0.0508060727,0.0480136489,-0.0227919528,0.0489494130,0.0546375232,0.0137866762,-0.0604780718,0.0911423951,0.0414966381,0.0317415653,0.0757384371,-0.1034932547,-0.1529856701,0.1951871643,0.1063026405,0.0066611394,0.0470211323,0.0481218253,-0.0158851460,-0.1127209171,0.0821054062,-0.0167200308,-0.0139639341,0.0778307894,0.0598585146,0.1063311750,-0.0317255791,0.0990452821,0.0445120427,0.0238370179,-0.0426522588,0.1159595051,-0.0372719385,0.0509278851,-0.1174545244,-0.0472572014,0.0277109921,-0.1013232343,-0.0695274705,-0.0355397141,0.1260052153,-0.0454636519,-0.1329732573,0.0520719300,0.1008196520,-0.0506237044,0.1033806829,-0.0838486188,0.0143570777,0.0723093461,0.0157258952,0.0910653673,-0.0033630251,-0.0063017079,-0.0687331654,-0.0474762259,0.1930324246,0.0624158762,0.0177731595,-0.0556148834,-0.0091778706,-0.0263662714,0.0293720146,0.0495108913,0.0860591668,0.0481837098,0.0168701620,-0.0667382094,0.0771315932,-0.0468509030
17685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0599219616,,,,,0.2337809808,0.1418190296,-0.0600187643,0.0931705600,0.0042993376,-0.1040012053,0.0211230195,,0.3339074926,0.0893687093,0.0664990670,0.0407259191,0.0593717845,0.1220748204,0.0504776002,0.1336594328,0.3514507410,0.1697463010,0.2116116544,0.0284565838,-0.0347999534,-0.0900313904,0.0666059206,0.0305526797,0.0207319212,0.0065289128,-0.1295850263,0.1012090502,-0.1022760947,0.3951992995,0.0660648445,0.0038642359,-0.1310088954,0.0810327395,-0.1147375151,-0.3400501615,-0.1894181794,0.0699232388,-0.0636361796,-0.2496542027,0.0359280556,-0.3161717465,0.0481659508,-0.1311749907,-0.0815871216,,,0.1773978696,0.0877121424,0.0354441146,-0.0486292253,,0.1396245868,,,,,,,0.3629075867,0.0247271472,,0.1284848755,-0.0279921998,,,,,0.0518368217,0.1131086988,0.1552625766,0.1286239434
17700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1245854449,0.0796984004,-0.0269639473,-0.3252937764,0.1777500684,0.1510964716,0.1038829608,-0.0695256916,0.0157108980,0.0393594933,0.0328233508,0.0928251709,0.1212122117,-0.1321688887,-0.0497094606,-0.0598036750,0.1211573051,-0.0790627544,0.0833525401,0.0258548224,0.1403793921,0.0024040175,0.1121484782,-0.1265466059,-0.0040035589,,,,,,,,,,0.1845033760,0.0339907363,,0.1431271754,0.0028876225,0.0005454541,,,,,0.0823873110,-0.0584210585,-0.0577083270,0.0763922930,,,,,,,,,,,,,
17726,,,0.0167497497,0.0044412713,0.0118958625,-0.0433923706,,-0.0376624421,,0.1543003300,-0.0177875382,-0.0187726952,-0.1147999153,0.0427339237,0.0506358206,0.0679580005,-0.0149171233,-0.0403412949,0.0692358109,0.0317733123,0.0527401749,-0.0497451493,0.0025826053,-0.0334658530,0.0236218269,-0.0081433678,-0.0058201685,0.0657407054,0.0290503815,0.0212250090,0.0076267686,-0.0173112748,0.0282374889,0.0061880316,-0.0073120928,,,,,,,,,,,,,,,,,,,,0.0312546665,0.0093522586,-0.0030172356,0.1769277896,0.0326508102,-0.0442696793,0.0205410392,-0.0573609442,-0.2178944755,0.1097527814,0.0046068216,-0.0244163202,0.0931568606,0.0736247485,0.0001319095,0.1292440249,0.0807257365,0.0191226901,-0.0817876621,0.1111612508,-0.0144121127,0.1314946666,-0.0442938629,-0.0093048433,-0.0239705323,0.1018057797,-0.0820657392,0.0318518950,0.0193116317,0.0485305226,0.0459899500,0.0904989409,0.0264697412,-0.1367384173,-0.0488299753,-0.1174844805,0.0905214531,-0.0831493703,-0.1055305968,,,0.0000013216,,,,0.0622907908,,,0.0703868354,0.0230287096,-0.0416986144,-0.0847155440,0.0702780923,,,,,,,,,,,,,
17743,,,,,,,,,0.0038901013,0.0340800897,-0.0181334637,-0.0285665331,-0.1062219362,0.0551111845,0.0732937497,-0.0035561435,0.0183912100,0.0523955064,0.0091912304,0.0213312599,-0.0162329471,-0.0114263707,0.0939221875,0.0763863760,0.0084000623,0.0474911319,-0.0035704375,-0.0302416796,0.0166519439,0.0093172838,-0.0036119891,-0.0361587052,0.0155457119,0.0182641696,0.0172894201,0.0459840535,0.0185643664,,0.0652406373,0.0255847325,0.0200054774,-0.0451481305,0.0469571771,0.0327261486,0.0256803691,-0.0385119685,0.0466481019,-0.0602653953,0.0403182715,0.1206994566,0.0145063252,0.0853398285,0.0150145919,0.0731957831,0.0447123924,0.0356085129,0.0075272973,-0.0117344757,-0.0193305771,0.0161733049,0.0641142611,-0.0771127258,-0.2555418668,0.0350777074,0.0313207116,-0.0095038834,0.0827664559,0.0048590494,-0.0126523260,-0.0110200464,0.0670032483,-0.0147416538,-0.0546164608,0.1247568973,0.0708276440,0.0579965654,-0.0203465327,-0.0339223926,-0.0169284825,0.0340494124,-0.0265171013,0.0877292296,-0.0371850429,0.1038558531,0.0364265178,0.1101546276,0.1048229856,-0.0087956361,0.0697831851,-0.0318832742,-0.0721164779,0.0603841385,-0.0018333147,0.1517532166,0.0255451090,-0.0473146226,-0.0357707019,-0.0437742790,-0.0740182464,-0.0495229415,-0.0678065070,0.0717058249,0.0434724756,-0.0126099120,0.0393544765,0.0715198512,0.0760893160,0.0108316044,0.1578090375,0.0241325127,0.0472743813,-0.1202435188,0.0417811380,0.0158132907,0.0465082896,0.0900117943,-0.0381663430,-0.0079825541,0.1125477464,-0.0846096338
17750,-0.0800184351,0.0002701482,-0.0220121077,0.0240888256,-0.0167991008,-0.0212213136,0.0660180471,-0.0734107531,0.0321567275,0.1008844046,-0.0215155276,0.0586583496,-0.0086454993,0.0319177000,0.0289477240,-0.0692885016,0.0147765297,0.0818458698,-0.0382332321,-0.0210234266,-0.0078624493,-0.0929899071,0.0104884942,-0.0049474493,0.0525725318,0.0956357564,-0.0141660772,-0.0209781682,0.0013114518,0.0006295615,-0.0452709617,0.0159043218,-0.0299740590,-0.0381303700,0.0644381117,0.0209593891,-0.0303308859,-0.0734269220,0.0017390568,-0.0598387871,-0.0228669278,0.0547801983,0.0808813048,0.0014732471,-0.0043499091,-0.0899567135,0.1061374700,0.0080584838,-0.0224671225,0.0802591841,0.0699994102,0.0361597159,0.0192871043,0.0313924612,0.0016982882,0.0434053718,0.0088757810,-0.0494313576,0.0199715306,0.0164856478,0.0413656102,-0.0838685045,-0.0869980992,0.0829747169,0.0178470547,0.0082682875,0.0715348150,0.0376228367,-0.0574435000,-0.1018772187,0.0487831037,-0.0382443632,-0.0151324341,-0.0744321066,0.0863635678,-0.0412067290,-0.0150811951,0.0380483809,0.0144981661,0.0233179744,-0.0310159563,-0.0222751779,0.0063329842,0.0938192911,-0.0273469968,-0.0533174304,-0.0428067250,0.1209544124,-0.0418509159,0.0252584746,-0.0183230203,-0.0412024055,-0.1093150763,0.1059174448,0.0897487332,0.0093743740,-0.0526798501,-0.0300194943,0.0698017654,0.0936753392,-0.0793290243,0.0371534663,-0.0587640665,-0.0049429616,-0.0578414538,0.0052945772,0.0341863521,0.0075573123,-0.0044431094,-0.0043554901,0.0773200870,0.0600159319,-0.0232278742,0.0881209035,-0.0200982846,0.0446264737,0.0016863905,-0.0534702243,0.0367539266,-0.0511207917
17778,-0.0542793518,0.0185118582,-0.0130009907,-0.0188483028,0.0018645899,-0.0489806034,0.0369945691,-0.0535927996,-0.0359991214,0.0452481006,-0.0263847484,-0.0348618324,-0.0284429496,0.0757031159,0.0386864031,0.0260006646,-0.0333567335,0.0217318821,0.0157796011,0.0505333925,-0.0422597299,-0.0024079067,0.0987472871,0.0300451502,0.0060591475,0.0408899707,-0.0521624543,-0.0079321285,0.0006860044,0.0188009289,0.0349952636,0.0176970515,0.0159758474,0.0088491916,0.0393253073,0.0445791365,0.0866092593,-0.0409596160,-0.0359393906,-0.0282525653,-0.0188921033,-0.0179655384,0.0691759089,0.0486117641,0.0078597026,-0.0470566345,0.0594577617,-0.0584627848,0.0179733609,-0.0026400015,-0.0032612333,0.0792297002,-0.0884921263,0.0580719400,-0.0410857892,-0.0019176649,0.0222664801,0.0453920695,0.0327957142,0.0275209241,-0.0105838534,-0.0813724427,-0.1617864352,0.0356612136,-0.0214548572,-0.0301177658,0.0996615914,0.1155508374,-0.0230771451,-0.0505316922,0.1342858676,0.0089364918,-0.0020853041,0.0615241858,0.0208211854,0.0694786867,0.0433003863,-0.0383718196,0.0007144267,0.0267616558,-0.0430833948,0.0523205323,-0.0370181309,0.0842085545,0.0377862495,0.0325323154,0.0880706034,-0.0971219233,-0.0212452396,-0.1373262868,0.0988940520,-0.0406930734,-0.0352161022,0.0949160177,0.0791601234,-0.0240880245,0.0091201791,-0.0137752434,-0.0025504229,0.0882526967,-0.0305440724,0.0610345098,0.0451732912,0.0242130767,-0.0289969101,-0.0191964609,0.0542171767,-0.0023511673,0.0652305158,0.0545268464,0.0215512063,-0.0544616897,0.0420203614,0.0056248156,0.0798605131,0.1055634013,-0.0158630541,-0.0117364200,0.0607088505,-0.0595551477
17787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0671191733,-0.0567294031,-0.0370182005,-0.0236266238,-0.1767349372,0.1148548060,0.0368758358,0.0600467918,0.1266144494,-0.0758930232,-0.0166941621,0.0704763640,-0.0093369923,0.0752045740,0.0266154542,0.1321783836,0.0016169544,-0.0306684648,-0.1384875361,-0.3339955670,0.2678177026,0.0168774004,-0.0066955071,0.0848377116,0.0438317987,,0.1547568785,0.2042588674,-0.0295784870,-0.0032190839,0.1952314035,0.0818675181,0.0493576270,-0.0819856860,-0.0598936753,0.0137916514,,,0.1302270380,,0.0719189411,0.0268620698,0.0172768671,,-0.0905350660,0.0617763312,-0.1427144297,,0.0890585932,-0.1142870031,0.1620500313,0.0432209242,-0.0957789768,0.1070101784,0.0125000296,,,,,,,,,0.1637203734,0.1114844090,-0.0183179882,,0.1120502994,-0.0141545748,0.0745918904,0.0090497689,0.0683482392,0.0187803582,-0.0002386419,0.0808110870,0.0493520008,-0.0219756557
17830,-0.0122197544,0.0483021016,-0.0486218475,-0.0294391574,0.0210507624,-0.0518802894,-0.0948398311,-0.0808092582,-0.0285982029,0.1137380964,-0.0239988714,-0.0065159345,-0.0984894889,0.1257585498,0.0531273216,0.0426562954,-0.0299074073,0.0219225885,0.0714647576,0.0075739460,-0.0453811277,0.0059059662,0.0605154026,0.0176382775,-0.0079569923,0.0320323302,-0.0042595136,0.0618395457,0.0254748724,0.0026263051,-0.0253187907,0.0006662889,-0.0294276860,0.0185405462,0.0201335408,0.0796402613,0.0818395590,-0.0088134150,-0.0662004073,-0.0450652248,0.0551532578,0.0016816888,0.0856580062,-0.0128850972,0.0463266561,-0.1218828741,-0.0135231744,-0.1324025045,0.1088453198,0.0727588392,0.0256249603,0.1064505492,-0.1030789814,0.0140185138,0.0172092267,-0.0062646690,0.0541311143,0.1004845863,0.0364027037,0.0095723206,0.0029384119,-0.1413630084,-0.2964120168,0.2454512889,-0.0413985326,-0.0389888625,-0.0800203040,0.0842943118,-0.0567216192,-0.0546454495,0.3596589190,0.0039333260,-0.0513248144,0.1062013872,0.0348185522,0.0772608217,0.0768780183,-0.0413521338,0.0192261852,-0.0153720417,0.0141586225,0.0337371478,-0.0840106974,0.0886791394,0.0511634898,0.1565377188,-0.0165766142,-0.0587123530,0.0083193303,0.0104082936,-0.0009658186,-0.0371084161,-0.0879099153,0.1583179044,0.0471878827,0.0222864257,-0.0047817248,-0.0097245426,-0.0108083693,0.0225191708,-0.0759934191,0.0631644132,-0.1009198639,0.0137627472,-0.1673025367,0.1408778470,0.0084673206,0.0394063898,0.0829588680,-0.0037428560,0.0846333886,0.0384619074,0.0715434618,-0.0399735657,0.1802102547,0.0621779190,-0.0092409130,-0.0245889959,0.0050658623,-0.0501536533
17855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1979902249,0.2018413969,0.2155429939,-0.0341237316,-0.0151726799,-0.0382904164,0.1065339151,0.1320201161,-0.0288601825,-0.0963847761,0.0810045223,,,,0.2510629284,0.0331881558,0.0770763992,-0.0274351266,0.0278645599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0225534773,0.0630397724,,,,,,,,,,,,,,,,,,,,0.0352385694,,,,,,
17907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9867595702,-0.5447653123,0.3603340027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17929,,,,,,,,,,,,,,0.1159392913,0.0838881782,-0.0012427663,0.0665998462,0.0593115004,0.0186806848,-0.0132364675,-0.0000059460,0.0232070995,-0.0321892608,0.0339675649,-0.0023652579,0.0503070784,0.0242696312,0.0086498867,0.0248281301,-0.0556751207,0.0414790168,-0.0265947051,-0.0412880068,0.0090681040,0.0240290380,,,,,0.0893724952,0.0457935068,0.0371498654,0.0205487360,0.0309000421,0.0318531145,-0.0366729967,0.0827385969,-0.0601734456,0.0689799441,-0.0100959600,0.0142606568,-0.0164202949,-0.0454968841,0.0488957689,-0.0420012181,-0.0467797987,0.0488203882,-0.0118178910,-0.0927088718,0.0446373458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1464815701,0.0384612122,-0.0378983646,0.0679819882,-0.0498674598,0.1121281524,0.0450456778,-0.0098340292,0.0186798859,-0.0407144982,-0.0309067434,0.0029383876,0.0522131415,0.1089599767,-0.0643194285,-0.0093638448,-0.0234665385,-0.1411890948,0.0970871114,0.0460850141,0.0014120503,0.0669707482,-0.0248443671,-0.0747568157,-0.0396293571,0.1198968553,0.0509044166,-0.0015620601,-0.0807224249,0.1216890085,0.0430627183,0.0283803484,-0.0396467649,-0.0008503408,0.0372201437,-0.0370771832,0.0564991616,-0.0581872256,0.0983305869,0.0398604647,0.0284584191,-0.0135331183,-0.0148075694,-0.0711240943,0.0241059197,0.0915149714,-0.0114098237,-0.0551330834,0.0843088763,-0.0043766930,-0.0778391762,-0.0097693043,-0.0043245706,0.0260510068,-0.0681172748,-0.0445202580,0.0113522249,0.1056527979,-0.0235065354,-0.0587572450,-0.0281962102,0.0408842256,0.0501087237,-0.0501561393,-0.0594337949,0.0284885278,0.0790933049,0.0272932198,-0.0013365285,0.0438502815,0.0593165235,0.0425839917,-0.1099414271,-0.0103067137,-0.0162316721
