permno,2015/1/31,2015/2/28,2015/3/31,2015/4/30,2015/5/31,2015/6/30,2015/7/31,2015/8/31,2015/9/30,2015/10/31,2015/11/30,2015/12/31,2016/1/31,2016/2/29,2016/3/31,2016/4/30,2016/5/31,2016/6/30,2016/7/31,2016/8/31,2016/9/30,2016/10/31,2016/11/30,2016/12/31,2017/1/31,2017/2/28,2017/3/31,2017/4/30,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/30,2017/10/31,2017/11/30,2017/12/31,2018/1/31,2018/2/28,2018/3/31,2018/4/30,2018/5/31,2018/6/30,2018/7/31,2018/8/31,2018/9/30,2018/10/31,2018/11/30,2018/12/31,2019/1/31,2019/2/28,2019/3/31,2019/4/30,2019/5/31,2019/6/30,2019/7/31,2019/8/31,2019/9/30,2019/10/31,2019/11/30,2019/12/31,2020/1/31,2020/2/29,2020/3/31,2020/4/30,2020/5/31,2020/6/30,2020/7/31,2020/8/31,2020/9/30,2020/10/31,2020/11/30,2020/12/31,2021/1/31,2021/2/28,2021/3/31,2021/4/30,2021/5/31,2021/6/30,2021/7/31,2021/8/31,2021/9/30,2021/10/31,2021/11/30,2021/12/31,2022/1/31,2022/2/28,2022/3/31,2022/4/30,2022/5/31,2022/6/30,2022/7/31,2022/8/31,2022/9/30,2022/10/31,2022/11/30,2022/12/31,2023/1/31,2023/2/28,2023/3/31,2023/4/30,2023/5/31,2023/6/30,2023/7/31,2023/8/31,2023/9/30,2023/10/31,2023/11/30,2023/12/31,2024/1/31,2024/2/29,2024/3/31,2024/4/30,2024/5/31,2024/6/30,2024/7/31,2024/8/31,2024/9/30,2024/10/31,2024/11/30,2024/12/31
61241,,,,,,,,,,,,,,,,,,,,,,0.0463116513,0.2323639941,0.2727302721,-0.1052642685,0.3552022331,0.0467622059,-0.0299036132,-0.1784148990,0.1418109432,0.0801581611,-0.0276725761,0.0063126833,-0.1357210425,-0.0086460594,-0.0507871934,0.3365755971,-0.0908407336,-0.1701084255,0.0825906387,0.2336043918,0.0917684461,0.2228150141,0.3395436132,0.2257946891,-0.3725009330,0.1696893891,-0.1349579759,0.3223224584,0.2223387938,0.0845725837,0.0826795292,0.0223813366,0.0834812379,-0.0240383604,0.0532503136,-0.0782167903,0.1985196788,0.1817079715,0.1713916313,0.0248558176,-0.0427275642,-0.0417176776,0.1519349792,0.0026073329,-0.0190174644,0.4726083967,0.1729322960,-0.0972258509,-0.1127743432,0.1876461558,-0.0099305629,-0.0549569664,-0.0487394765,-0.0669201069,0.0397446188,-0.0456430065,0.1623559359,0.1305199781,0.0192391360,-0.0706305192,0.1684158893,0.3172266784,-0.0349440997,-0.2128834398,0.2021438435,-0.0755828348,-0.2826732345,0.1910639110,-0.2492622435,0.2113069325,-0.1452312736,-0.2534473348,-0.0520841326,0.2925377978,-0.1656563684,0.1593657260,0.0421742267,0.2184223130,-0.0699346772,0.3179852840,-0.0363758431,0.0284079953,-0.0331948825,-0.0353696470,-0.0461908739,0.2300532042,0.1902294203,0.1375742593,0.1189691145,0.0223728896,-0.1361401513,0.1568594173,-0.0177417515,-0.0837734153,0.1208703387,0.1277749542,-0.0983220293,-0.0768846399,-0.1194473944
61399,-0.0081824864,0.0703566115,-0.0093222752,-0.0714078753,-0.0065302221,-0.0451950699,0.0358564086,-0.0027398692,-0.0036134478,0.0619240618,0.0369555435,-0.0141314117,-0.0671506113,-0.0245568843,0.0971877237,0.0071980893,0.0540653213,-0.0137055167,0.0626491342,-0.0660020106,-0.0568186718,-0.0723818704,0.0585164151,0.0080763842,0.0293303542,0.0152924579,0.0225097629,0.0367697013,-0.0667051320,-0.0360547575,0.0160224719,-0.0509902892,0.0815874874,-0.0053977620,0.0427785641,0.1157239852,0.1311701620,-0.1614548403,-0.0205358550,-0.0559805539,0.1452501088,0.0058962264,0.0444370490,0.1160717905,0.0564999165,-0.1501402692,-0.0089275059,-0.0141953446,0.0465997594,0.1247971855,0.0416809267,0.0378964711,-0.1573614409,0.0748828939,-0.0025109179,0.1277534007,-0.0233590481,0.0545927134,0.0541876749,0.0208827119,-0.0249783826,-0.1150151729,-0.2250521690,0.2245466316,0.2278614981,0.0448497390,0.1020793823,0.1059710872,0.0071050952,-0.0510516395,-0.0306702112,0.0463495544,0.0429567528,-0.0474622990,0.1663905353,0.0349703058,-0.0181925268,0.0110505076,-0.0025051813,0.0677109811,-0.0050519894,0.1567552414,0.0460624521,0.0535580399,-0.0711542666,-0.0215561153,-0.1157625793,-0.0524183800,-0.0122884368,-0.1056329906,0.0936695841,0.0329354327,-0.0326053964,0.0436576080,0.0902814073,-0.0626200653,0.0348531717,0.0160974033,0.0249616679,0.0883094082,-0.0340518399,0.1221604419,0.0563307488,0.0043147166,-0.0975632059,-0.0682641882,0.0433467660,0.1131965635,-0.0387266907,0.1219003055,0.0667065177,-0.0810985364,-0.0273809920,0.0288891803,0.1553138847,0.0295803203,0.0975805530,-0.0327934536,0.0422334847,-0.0940798385
61516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0880861799,,,0.0722218283,0.0017609817,-0.0246190187,-0.0450844575,-0.0498452855,0.2554203529,0.1261829663,-0.0831185452,0.1550502710,-0.0310536838,0.0135074790,0.1259774802,-0.0519870561,0.0460475228,-0.0020023675,0.0685368861,-0.0339125304,0.1032276678,-0.0598698756,0.1080550929,0.1477888787,0.0928079112,-0.0731455939,0.0653234950,-0.0521958031,0.0000121548,-0.2094775105,0.1085417588,-0.0795097266,-0.1174877260,0.0502475921,-0.0795637156,0.1354448870,-0.1148247286,-0.1399885062,,,0.0139364247,0.1010218782,-0.0023367043,-0.0472782724,-0.0448742441,,,,,,,,,,,,,,,,,,,,
61621,-0.0262306390,0.0718586577,-0.0155763971,-0.0246896152,0.0196526350,-0.0512040089,-0.0103245268,-0.0375015247,0.0664995997,0.0801518690,0.0481096133,-0.0232678237,-0.1099708467,0.1069498950,0.0266101866,-0.0349938604,0.0488267125,0.0925435166,0.0641362888,0.0303998060,-0.0461519573,-0.0381652245,0.0679362659,0.0327403791,-0.0106505793,0.0116837455,-0.0554850554,0.0037266476,0.0091157931,-0.0457500121,0.0292983783,0.0079507692,0.0589904395,0.0749070770,0.0551813524,0.0225310025,0.0098415863,-0.0468255271,-0.0543509330,-0.0165606237,0.0809565265,0.0422396288,0.0179964383,0.0568476877,0.0102882621,-0.1167428048,0.0804684362,-0.0804505303,0.0953191966,0.1132833707,0.0412885861,0.0512462580,0.0543087137,-0.0458040942,0.0019168932,-0.0259915343,0.0111179879,0.0109169712,0.0249069794,-0.0123099758,0.0156333952,-0.1070923639,-0.2334307316,0.0890038254,0.0448034779,0.0528126325,-0.0492792602,0.0632637911,0.0431545528,0.0443611446,0.1382941506,-0.0042768215,-0.0558318461,0.0508319918,0.0638174513,-0.0054083530,0.0248006028,0.0624808568,0.0669137507,0.0108606662,-0.0176474001,0.1021796689,-0.0330965431,0.1587421417,-0.1320357163,0.0729536829,0.1336597982,-0.0742209609,-0.0163519734,-0.0804328668,0.1169348004,-0.0180945036,-0.0902371183,0.0543645244,0.0554240991,-0.0682892686,-0.0051553708,-0.0165558925,0.0222112954,-0.0531758985,-0.0388858978,0.0661398434,0.1476260682,-0.0103116981,-0.0587614631,-0.0239938798,0.1068718403,-0.0168385021,0.0219970478,0.0089360837,0.0031869349,-0.0231059064,0.0144086805,-0.0015985200,0.0941889361,0.0454101880,0.0358161390,-0.0101583300,0.0414324508,-0.0413612453
61815,0.0086612734,0.0292079331,0.0536544479,0.0372208007,-0.1318909011,-0.0150027115,-0.1427263187,-0.0516616503,-0.0966773065,0.1964082144,0.0447283626,-0.1097597315,-0.0308400294,-0.0444307536,0.0760529957,0.1496381073,-0.0071551186,0.0109920662,-0.0162477357,0.0038886139,0.0365436712,-0.0355351051,0.1100141487,-0.0026194191,0.0389336612,-0.0935767468,-0.0673580407,-0.0696414232,-0.1088637188,-0.0251478480,0.0090756553,-0.1520320608,0.1956142855,-0.0151933776,-0.0529977916,0.1246633215,0.0473579668,-0.0679700582,0.0157554437,0.1165013410,0.0831566237,-0.0117656616,0.0229597997,-0.1677526310,0.0303935251,-0.2065771385,-0.0406800307,-0.2202821944,0.1908318798,-0.0164286711,0.1164815372,0.0942176823,-0.1735976492,0.0313043622,-0.0182310224,0.1080456794,-0.0140478949,-0.0659564938,0.0759637204,0.1965297703,-0.2041061110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62092,-0.0110589608,0.0455186924,0.0239585723,-0.0644642262,0.0196658256,0.0034700130,0.0665811498,-0.1014831100,-0.0234551560,0.0710900657,0.0534323088,0.0264437820,-0.0766977253,0.0079560886,0.0477635196,0.0187872472,0.0521346663,-0.0336652846,0.0942428703,-0.0271667346,0.0462221765,-0.0756323519,-0.0470659285,0.0081033075,0.0771123659,0.0840828281,-0.0342658391,0.0737101910,0.0370322440,-0.0011482087,0.0094326253,0.0606422282,0.0349700821,0.0119563789,-0.0055190646,-0.0134393070,0.1802730287,-0.0467539311,-0.0093754202,0.0188405523,-0.0116251057,-0.0046438416,0.1322324014,0.0254313939,0.0188630921,-0.0569142847,0.0680528657,-0.0947756473,0.0977716447,0.0956925589,0.0552775841,0.0136256488,-0.0343956479,0.0966293167,-0.0725766707,0.0332982387,0.0199040838,0.0803139069,0.0400527923,0.0353946229,-0.0359537982,-0.1290554690,-0.0693609908,0.1801102928,0.0404335635,0.0379133017,0.1505953520,0.0363081972,0.0297531435,0.0796894640,-0.0146231278,-0.0108252366,0.1012007379,-0.0671528987,-0.0118342102,0.0303461488,0.0110039075,0.1291658642,0.0704490508,0.0398543445,0.0299905631,0.1080646384,-0.0003803663,0.0660637375,-0.1264572623,-0.0175880617,0.0620364300,-0.0709575249,0.0264973772,-0.0422312714,0.1166035690,-0.0694825838,-0.0694218789,0.0133668777,0.0899854288,-0.0164907852,0.0239140052,-0.0555586628,0.0509943841,-0.0004511062,-0.0729979373,0.0268267486,0.0666244845,0.0060318106,-0.0938946342,-0.1029068954,0.1146441033,0.0775520104,0.0154295600,0.0053976491,0.0167250023,-0.0151195730,-0.0121910412,-0.0245410766,0.1322099365,-0.0107731939,0.0119085124,-0.1083676485,-0.0381211153,-0.0170215757
62148,-0.0859203221,0.0227267992,-0.0447070921,0.0896760762,-0.0729414206,-0.0464371326,-0.0492409229,-0.1189497953,-0.0175326285,-0.0014761429,0.0498183576,-0.0926575190,-0.1273689720,0.0870988336,0.0450480724,0.0590290712,-0.0240336079,-0.0053384646,0.1031948722,0.0288989289,0.0785023916,0.0003301544,0.1798057500,0.0033502297,0.2804322917,0.0141566484,-0.0413914940,0.0752964086,0.0553351638,-0.0005492908,-0.0832427286,0.0469800033,0.0763714556,-0.0445249429,0.1095584795,0.0104720376,0.0319963022,-0.0574900187,0.0370431105,0.0660575513,0.0838200405,-0.0134575788,0.1081838929,0.0462758410,-0.0073567814,-0.0735873958,0.0579830258,-0.1433620940,0.0574620057,0.1144915041,0.0295892464,0.0642886521,-0.0558797768,0.0314616989,-0.1046667277,-0.0076439754,0.0414956444,0.0603590357,0.0102566612,0.0114619747,0.0550019264,-0.0880517743,-0.1901065914,0.1558439884,0.0541627235,-0.0158742694,0.0454289101,0.0753847482,0.0158223625,0.0270609508,0.1594088690,0.0014355689,-0.0400210421,0.0946240521,0.0462262544,0.0449082909,-0.0078001256,-0.0404775765,0.0074803782,0.0165699474,-0.0857697994,0.2162078648,-0.0392396580,0.0917554861,-0.0830655483,0.0133728419,0.0820594024,-0.0915354281,-0.0713696922,-0.0858749639,0.1102338465,-0.0124435638,-0.1582948543,0.0908406804,0.1284077318,-0.0523102657,-0.0102446230,0.0172538740,-0.0428404858,0.0354855999,-0.0166474257,0.1118383408,-0.0162401855,-0.0804584101,0.0006512196,-0.0225919644,0.0858290449,0.0926561870,0.0297097483,0.0616694123,-0.0161898113,-0.0967903656,0.0201801590,0.0098935824,0.0449537962,-0.0109291466,0.0209469731,-0.0155114855,0.0933201173,-0.1171004354
62308,,,,,,,0.0458335093,-0.0511274564,-0.0329272536,0.0285481608,0.0323581562,-0.0658618410,-0.0582600516,-0.0337681000,0.0251060360,0.0688707003,0.0646061259,0.0086873295,0.0272278643,0.0611963024,-0.0122134252,-0.0053652854,0.1053485738,0.0523633852,0.0006518611,0.0399728407,-0.0088604463,0.0081202268,-0.0182055489,0.0007830505,0.0367537283,-0.0248328003,0.0409414500,0.0492506444,0.0561029092,0.0181819161,0.0031994155,-0.0754821504,-0.0140569755,0.0325394794,-0.0213443517,-0.0403158455,0.0839168991,0.0178286924,-0.0162276362,-0.0227658912,0.0206718401,-0.1520086276,0.1262409962,0.0024293629,-0.0073890170,0.0718569755,-0.0206171575,0.0343404568,0.0039714388,0.0073354401,0.0873166912,0.0542900215,0.0566588698,0.0242279969,-0.0077874541,-0.1255194209,-0.2514037063,0.1472908877,-0.0980201783,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0258250483,0.1609327473,0.0384361422,0.0049196447,0.0029706485,0.0170507505,-0.0874513597,-0.0045589541,-0.0534786681,,,,-0.0318745596,0.0745327299,0.0581822995,0.0121397936,0.0108947670,0.0206660343,,,,,,,,,,
62498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0521508432,-0.1288741528,0.0343652050,-0.0929032467,0.1060429643,,0.0520301899,0.1248014232,-0.0496710106,0.0803723235,0.1018783427,0.0595862356,-0.0361558059,0.0465531707,0.0174393186,0.0224441795,0.0384388575,-0.0477503010,-0.0270957759,0.2442908890,0.1394521541,0.0708495751,0.1957548494,0.0561266742,-0.0319093529,-0.0134892920,0.0003390534,0.0415435029,0.0765938575,-0.0429022417,0.0132326490,0.1664950408,0.0707455559,0.0556799887,0.1470818070,0.0876401905,-0.0599603954,0.0125767740,0.0301770909,0.0771693828,-0.1653353467,0.0083880964,0.0676664985,-0.2459208776,-0.0148559568,-0.0258060422,0.1477227370,-0.1250657838,-0.1705831253,-0.0649379150,0.0206807640,0.0029400335,0.1122046613,0.1802157057,0.0736608781,0.0693899389,-0.0860359224,0.1429670639,-0.0242046735,0.0980071734,-0.0828829333,-0.1411019374,0.1026804288,0.0091684272,0.0599469591,-0.0471416908,0.1074720599,-0.0966729391,-0.0881031899,0.0202560794,-0.0560166867,0.0374466971,-0.0464768952,0.0270838385,0.0410817085,0.0057727698
63467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0394211303,0.0298095206,-0.0447134382,,0.1104484036,-0.0037156289,0.0759062047,0.0101775170,0.0581169830,0.0561424523,0.0301452350,-0.0044188418,0.0728937777,0.0035878037,0.0461060017,0.1372860993,-0.0426757109,-0.2029051554,-0.0085566632,0.0996436366,0.0129225355,0.1065959887,0.0223626009,-0.0243515692,-0.0318207252,0.0382857100,0.0394670706,-0.0638707019,0.0434826496,-0.0144457751,0.1634202293,-0.0037766369,0.0112272811,0.0237101686,0.0720477173,-0.0447890692,0.1381442339,0.0222665372,0.1034690371,-0.0505670431,0.0926917053,0.0673457281,-0.1475720003,-0.0404241486,-0.0173479993,0.1224129050,0.0041135936,-0.0406111142,-0.0279430669,0.0155956238,-0.0439692299,0.0157838733,-0.0246536249,0.0226185212,0.1412639441,-0.0515001297,0.1044433748,0.0407744070,0.0495114557,-0.0577443780,0.0004309572,0.0766333046,-0.0254899314,0.0907061061,0.0772787939,0.0325578461,-0.0553773245,0.0840319232,0.0357942480,0.1158091092,0.0443287696,-0.0100349454,-0.0038096390,0.0701422923,-0.0979671333
63714,0.0176428601,,,0.1417066648,0.1026373131,-0.0072613091,0.0281313983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63765,-0.0899396531,0.0153846387,-0.0712859287,0.2087090071,-0.0398651345,-0.1075781085,,,,,,,,,,,,,0.1189561668,,-0.0050325292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63830,-0.1723899483,0.0662531009,-0.0337695366,-0.0157620094,0.0226155161,-0.0601012338,-0.0313091320,0.1812519869,-0.0022143542,0.0035220975,0.0022940528,0.0016841878,0.0123206925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64186,0.0237655803,0.1189519846,0.0571774441,-0.0370829547,0.1117006742,0.1260936995,-0.1109585652,-0.0226969417,-0.0409816678,-0.0102625679,-0.0042031129,0.0482867155,-0.0995492711,0.0753278391,-0.0090291825,0.0094713661,-0.0752884215,0.0021124622,0.0010084720,0.0332716504,0.0160610556,-0.0881673784,0.1338885873,-0.0100208718,0.0791133260,0.0142361495,-0.0333257840,0.0620806561,0.0235534091,0.0209819430,0.0411517735,0.0418907590,0.0404614359,0.0434367702,0.0735729455,-0.0133114960,0.0258991158,-0.1251004050,-0.1435052178,0.0243271845,-0.0099352600,0.0034231880,0.0557242014,-0.0029630992,0.0934080462,0.0152900491,0.0447572430,-0.1434247532,0.0520731002,-0.1207228214,-0.0778511377,-0.0123109573,-0.0862962992,0.0646000428,0.0703611602,-0.0811062427,-0.0046558891,0.1957910120,0.1330771289,0.0228614202,-0.0592181836,-0.0967697595,-0.0880979814,0.1049788097,0.0074030796,-0.0527523893,-0.0934896923,0.0270999312,-0.0448764465,-0.0024503846,0.2799300482,0.0032274060,0.0637090527,-0.0125151076,0.1059253412,0.0300740346,0.0344064257,-0.0762674035,-0.0319750756,-0.0771743367,-0.0499139167,0.0671965085,-0.1016327491,0.1849919722,-0.0012542439,0.0455090208,0.0011291402,0.0038660022,0.0871629098,-0.0135846362,0.0299994516,0.0442458042,-0.0172549311,0.1643060651,0.0180458381,0.0108954912,-0.0424846464,-0.0525465055,-0.1075987422,-0.0029143269,-0.0293813334,0.1394494067,0.0643828875,-0.0772875001,0.0164912453,0.0753282571,-0.1498055292,0.1445927673,0.0050075187,0.1244015875,0.0882884200,-0.0193369320,-0.0351629644,-0.0029352826,0.0686560655,0.0878232944,-0.0368295037,-0.0760186910,0.0796129976,-0.1790684720
64194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0374625509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64282,-0.0170721341,0.1114594580,0.0200118570,-0.0522858946,-0.0278626538,-0.0021132956,-0.0629206800,0.0457982473,0.0742571340,0.0511468243,0.0127463112,-0.0021864358,-0.0176745321,-0.0740550683,0.0101210929,-0.1084153463,-0.1244084344,-0.0187111749,0.1016727423,0.0632073365,-0.0713826713,0.0200639283,-0.0186979470,-0.0623745270,-0.0917172721,-0.0990974592,-0.1181424980,0.0929241817,0.0055903831,0.0200645823,-0.1439372214,-0.1695158625,0.1539081210,0.0216007867,0.3187628258,0.1463910132,-0.1682159819,-0.0415442375,-0.2254230327,-0.0863638527,0.0055349409,0.0875856718,-0.1412700423,,,0.0993570193,0.0421459481,-0.2400826893,0.0845318804,,,,,,,,,,,,,,,,,,,,,,0.1807133848,,0.0843303594,0.4560462548,0.1082061816,0.0653095993,0.0483116655,0.0202519140,0.1111573118,0.0951596260,-0.0659474584,0.0961454982,0.0895025766,-0.0252796265,-0.1955551558,0.0127527476,,0.0599201306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64311,-0.0798576640,0.0656858479,-0.0664856570,-0.0201098880,-0.1031001045,-0.0582129071,-0.0427912603,-0.0695270443,-0.0193806850,0.0349159897,0.1808861528,-0.1077953762,-0.1760156212,0.0527937535,0.1054326261,0.0824024857,-0.0609458469,0.0255410185,0.0720029413,0.0844606243,0.0336524817,-0.0418282208,0.1520754328,0.0151231368,0.0793999377,0.0107658997,-0.0804790273,0.0378053658,0.0591733243,-0.0224876904,-0.0580635066,0.0772437978,0.0947919985,-0.0016705406,0.0597320003,0.0622403694,0.0412716850,-0.0768567252,-0.0237281366,0.0566374641,0.0697212221,-0.0051432127,0.1201697179,0.0315425935,0.0330793657,-0.0744494807,0.0221735321,-0.1091924520,0.1217058936,0.0795509452,0.0423296167,0.0916572589,-0.0211078409,0.0060562505,-0.0487764752,-0.0593125913,0.0298663910,0.0780834411,0.0514048011,0.0032560539,0.0725296241,-0.1474387585,-0.2003946267,0.1719194650,-0.0058345847,-0.0155332674,0.1206271163,0.1110283221,0.0068719866,-0.0128860319,0.1575079993,-0.0047763597,0.0112410762,0.0739937853,0.0473516494,0.0399208780,0.0041645876,-0.0569566293,-0.0285592986,-0.0060138184,-0.0563622409,0.2248726154,-0.0913289643,0.1064829810,-0.0771544629,-0.0447712594,0.0594297121,-0.1081451138,-0.0661673106,-0.0516147424,0.1058419317,-0.0148718903,-0.1377022606,0.0878600266,0.1307923014,-0.0392978350,-0.0096686409,-0.0535967929,-0.0726569236,-0.0203607753,0.0045454662,0.0892548269,0.0336766761,-0.1042156494,-0.0596856632,-0.0037094036,0.1515039066,0.0990327646,-0.0048247627,0.0754480158,0.0052064644,-0.0860333058,-0.0194360385,-0.0197243273,0.1658406170,0.0451213843,-0.0139692976,0.0137628309,0.0973298209,-0.1491752142
64390,-0.0466566918,0.0311905861,0.0040610022,-0.0198535986,0.0297540071,0.0179223804,0.0724342384,-0.0177051232,0.0226954234,0.0802103901,-0.0838296666,0.0202117174,-0.0372778052,0.0693434343,0.0789091206,-0.0722820084,0.0214710661,0.0029947043,-0.0036772523,0.0003060580,-0.0325553264,0.0003170085,0.0568097708,0.0660660657,0.0543486413,0.0500559036,-0.0126020989,0.0086335817,0.0668859275,0.0311034884,0.0674965004,-0.0156717046,0.0397277468,-0.0077488917,0.0931142114,0.0737843776,-0.0394181945,0.1065079134,0.0581805685,-0.0105014076,0.0262799071,-0.0473489800,0.0145398814,0.0948446865,0.0498006414,-0.0177584151,-0.0489251765,-0.0610096467,0.1153677958,0.1500577089,-0.0111109967,0.0855555169,0.0308163412,-0.0026212711,-0.0082338628,-0.0539188570,0.0192634931,-0.0693324973,0.0528968681,-0.0090342884,0.1506566604,-0.0946662764,-0.0638954414,0.0482371422,-0.0265662680,0.0225918334,0.1335060469,0.0520250985,-0.0038936676,-0.0156565204,-0.0433742364,0.1090188157,-0.0641489612,-0.0125248316,0.0777818974,0.0547590033,-0.0281510760,-0.0110737064,-0.0300668469,0.0136788538,-0.0617583792,0.0508086284,-0.0204491932,0.1185953608,0.0554427682,-0.0158871062,0.0864476774,-0.0829420697,0.1119592019,-0.0260516894,0.0133383858,0.0835759545,-0.0525075479,0.1058017309,0.0292055762,-0.0184632420,0.0451414170,0.0625624954,0.0056958171,-0.0552791154,-0.0587225128,0.0348705960,-0.0453862913,0.0646917635,0.0393209602,0.1383843093,0.0375734042,-0.0228227847,0.1246974366,0.0548124079,0.0770196647,-0.0076274450,-0.0029287459,0.0224474677,0.0227347421,0.1714979277,0.0149990067,-0.0452134391,0.1064993775,-0.1088577752
64936,-0.0180088927,-0.0657439931,0.0078211053,0.0114317361,-0.0157023673,-0.0514901913,0.0690320080,-0.0182758381,0.0090325174,0.0328206527,-0.0404137034,0.0034107760,0.0514290144,-0.0143796039,0.0848404043,-0.0485899777,0.0109151517,0.0871916455,0.0210719597,-0.0324429214,0.0014850406,0.0125204352,-0.0160911628,0.0450243276,-0.0092241898,0.0280729135,0.0045336368,-0.0030895373,0.0595906248,-0.0587187083,0.0015568604,0.0213773069,-0.0239785717,0.0573357504,0.0463387064,-0.0261658347,-0.0569942722,-0.0135814720,-0.0791386185,-0.0129034394,-0.0187866597,0.0621578278,0.0517735751,-0.0052021359,-0.0009522563,0.0076189646,0.0431256377,-0.0144852327,-0.0170727095,0.0919709118,0.0346885240,0.0157823747,-0.0254067775,0.0530107303,-0.0358212390,0.0226569954,0.0545304122,0.0322596408,0.0158887131,0.0077721688,0.0353777463,-0.0738468841,-0.1424321055,0.0684292513,0.0805868688,-0.0443791474,-0.0160291179,-0.0319642451,0.0182198672,0.0222660275,-0.0303912224,-0.0543401055,-0.0133999176,-0.0651327026,0.0983351260,0.0518698661,-0.0364492514,-0.0182086505,0.0176673963,0.0330472980,-0.0544310333,0.0398521264,-0.0622929474,0.1185472399,0.0279087761,0.0168760678,0.0687704808,-0.0443652888,0.0316023494,-0.0447867652,0.0374599417,-0.0043820019,-0.1482892521,0.0124461504,-0.1266278078,0.0145318483,0.0324456751,-0.1093697555,0.0167289105,0.0280682816,-0.1197484258,0.0440580210,0.0333863852,-0.0598479831,-0.0851679904,-0.0470336721,0.1410578876,0.0205880597,-0.0272327605,0.0602881909,0.0315703962,0.0370245125,0.0672055245,-0.0540313569,0.1135181088,0.0203388724,0.0420556440,0.0200478797,0.0165520804,-0.0832351567
64995,-0.0787225863,0.0815315319,0.0099847920,0.0204809868,0.0113877150,0.0351447173,-0.0306990069,-0.0690856845,-0.0531277305,-0.0511827386,-0.0145855207,-0.0082722181,-0.1684056880,-0.0411734104,0.0128458261,0.1132233220,0.0500800589,-0.1427467565,0.0892755278,0.0969450837,-0.0310504078,0.1602281254,0.2319346402,0.0554586382,-0.0077320186,0.0303328448,-0.0582617516,0.0416908895,-0.0532895052,0.0611553269,-0.0368412270,-0.0424504611,0.0891227724,-0.0343917360,0.0460645699,0.0610215088,0.0609816844,-0.0259280721,-0.0747740761,0.0189256134,-0.0177591859,0.0051459963,0.0680655200,-0.0042945255,-0.0600178521,-0.0809725231,0.0192862114,-0.1949889038,0.1143434994,0.0549580368,-0.0993648199,0.1142859536,-0.0701295841,0.0889568956,0.0297065868,-0.0304613457,0.0844985930,0.0539609282,0.0613020762,0.0539712971,-0.0755909867,-0.1340045564,-0.3889229330,0.1234333604,-0.0326526324,0.0278478654,0.0273758595,0.0412146560,-0.0316524233,0.0889251404,0.2270568149,0.0359830017,0.0557289163,0.2045458886,-0.0324468905,0.0890904374,0.0528128521,-0.1076063142,-0.0479431277,0.0494583995,0.0639774836,0.0763202911,-0.0274285658,0.0485046669,0.0806382877,0.0130303125,-0.0740588417,-0.1607999866,0.0438300179,-0.1367728345,0.0463128286,-0.0054781770,-0.0944017605,0.1154810474,0.0643711651,-0.0738961223,0.1009737263,-0.0259544981,-0.3017295140,-0.1112857617,,,0.3193997633,,-0.0332442032,-0.0220096882,0.2334637642,0.1575571148,0.0090267048,-0.0344099336,0.1357795477,-0.0645575884,-0.0092846593,0.0208336459,0.1343196848,0.1346784207,-0.0077012604,0.0641572440,0.1137773969,-0.1105346177
