84788,0.042253,0.0,-0.022653,0.009221,0.06859,-0.00033,-0.024206,-0.044136,-0.00347,-0.019716,0.012777,-0.016073,-0.05091,-0.011129,0.014223,-0.009672,0.052774,5.7e-05,0.060914,-0.002491,0.009919,0.048628,-0.058656,0.018455,-0.041231,0.007305,0.001347,0.012354,-0.003102,-0.040081,-0.044601,0.0201,-0.036352,-0.022909,-0.057077,-0.024313,0.094452,-0.006295,0.011207,0.016204,0.024741,-0.025242,0.050064,0.034353,0.016612,0.001714,-0.001928,-0.009455,-0.014233,0.035462,0.005506,0.005606,0.00176,-0.037749,0.00481,0.009091,0.00945,-0.019562,-0.02687,0.048028,0.028915
10107,-0.008333,0.002266,0.012717,0.001953,0.039361,-0.001876,-0.019508,-0.024642,0.000655,-0.01412,0.022006,0.009415,-0.033891,-0.027815,0.013765,-0.000388,0.032987,0.006293,0.037148,-0.008369,0.006353,0.010822,-0.031849,0.006174,-0.040022,0.026426,0.009295,0.004512,0.003392,-0.031247,-0.029614,0.010497,-0.002693,-0.021024,-0.032312,-0.041739,0.06831,0.006166,-0.007808,0.011754,-0.00443,-0.036788,0.046509,0.001275,0.007251,0.0143,-0.006426,-0.007722,-0.007296,0.029005,0.003523,0.007022,0.014983,-0.018847,0.009746,-0.004779,0.009134,-0.019502,-0.020365,0.033418,-0.018331
14593,0.015352,-0.066331,-0.028388,0.010814,0.030328,-0.003477,-0.019282,-0.050374,-0.009991,-0.028247,0.024679,0.011076,-0.039632,-0.047778,-0.00113,-0.025399,0.013524,-0.002176,0.038453,-0.007682,-0.005402,0.034942,-0.043989,-0.01115,-0.035657,0.006588,-0.005719,0.002787,0.01094,-0.031998,-0.009306,0.012993,-0.031192,-0.025235,-0.038896,-0.025874,0.070422,-0.00649,0.000512,0.009665,0.001141,-0.099607,0.042689,-0.002226,0.019063,0.016982,0.003196,-0.009818,-0.015037,0.020467,0.012217,0.005938,0.006159,-0.022446,0.004044,-0.007926,0.033137,-0.009255,-0.010365,0.068335,0.007201
13407,-0.000263,-0.009226,-0.011108,0.008475,0.010604,-0.024154,-0.019679,-0.023524,0.004309,0.014491,-0.002565,-0.030031,-0.057192,0.006689,0.018047,-0.02292,0.0353,-0.010119,0.013037,0.014039,0.013917,0.003414,-0.022397,0.012325,-0.015828,0.032237,0.001621,0.017033,0.003529,-0.006551,-0.026864,0.024752,-0.072532,0.001201,-0.063343,-0.007123,0.081573,0.002534,-0.009813,-0.015841,0.035014,-0.029039,0.047138,0.000725,0.032452,0.011927,-0.000208,-0.002774,0.011057,0.024486,-0.009466,0.005151,0.011733,-0.016462,-0.022159,0.010603,0.021806,-0.010335,-0.022242,0.043207,0.108164
14542,-0.006287,-0.011411,-0.016733,0.015114,0.035594,-0.010051,-0.015013,-0.025813,-0.002484,0.007345,0.020169,-0.003024,-0.039087,0.005647,0.011552,-0.013232,0.024163,-0.004015,0.040042,0.001906,0.005633,0.010965,-0.050261,0.017044,-0.030083,0.002865,0.011736,0.011343,-0.001673,-0.018646,-0.024537,0.011982,-0.005541,-0.013294,-0.029592,-0.003389,0.064781,0.004252,-0.006514,-0.001417,0.009888,-0.028484,0.053786,-0.002167,0.007385,-0.001505,-0.004029,-0.012277,-0.011824,0.031072,0.003546,0.008261,0.00767,-0.025258,0.004717,-0.001553,0.015914,-0.019166,-0.00884,0.026815,0.025077
22111,0.005929,-0.000994,0.010805,0.002602,0.015291,0.0038,0.000275,0.001927,-0.006455,-0.002972,0.001733,0.010312,0.011919,-0.008664,-0.030454,0.00169,0.000281,0.013086,0.022483,-0.004029,0.007199,-0.004697,-0.001231,-0.000822,-0.00329,-0.001169,0.008536,0.004096,0.005031,-0.100379,-0.029023,0.009912,-0.021546,0.005172,-0.001403,-0.040987,0.031504,0.005524,-0.001099,0.013986,-0.010074,-0.01589,0.016783,-0.006415,0.023227,-0.007926,0.00605,0.000308,-0.01133,0.008419,-0.010204,0.008201,0.012395,-0.014462,0.0,-0.013742,0.009447,0.005927,0.010388,0.010051,0.010939
47896,-0.000367,-0.005506,0.006551,0.004675,0.017153,0.008073,-0.009699,-0.021026,0.005874,-0.020622,0.025529,-0.000727,0.007637,-0.021474,-0.007469,-0.009197,0.024473,0.00421,0.011119,-0.007932,0.010267,0.009443,-0.044636,-0.019025,-0.018063,-0.018685,-0.009767,0.006476,0.00099,-0.008208,-0.012763,-0.004747,-0.012685,-0.008634,-0.023639,-0.021557,0.041459,0.011255,-0.002164,0.008159,0.017312,-0.014097,0.036865,0.000695,-0.001886,-0.00169,-0.0001,-0.004781,0.010309,0.007331,0.008065,0.004098,0.016226,-0.015776,-0.002526,0.000584,0.006327,0.004739,0.002792,0.002304,-0.008716
90319,-0.004218,-0.013343,-0.014709,0.013109,0.036155,-0.012281,-0.016088,-0.025682,-0.001325,0.006307,0.015618,-0.002596,-0.038239,0.002949,0.012597,-0.012775,0.025085,-0.003466,0.037547,0.002555,0.013768,0.006047,-0.048273,0.014692,-0.029219,0.006306,0.008042,0.011379,-0.000177,-0.020335,-0.024779,0.017316,-0.007619,-0.011473,-0.031585,-0.006638,0.064164,0.004819,-0.005907,-0.001643,0.009302,-0.027696,0.051294,-0.001994,0.008783,-0.003427,-0.002607,-0.013311,-0.012175,0.033286,0.002761,0.00882,0.007442,-0.025892,0.005359,-0.000378,0.016153,-0.019655,-0.009075,0.026101,0.02541
11850,0.012425,0.015867,-0.003783,0.004287,0.012685,-0.015898,-0.000245,-0.01286,-0.022924,-0.007821,0.010337,0.009848,0.003293,-0.028402,0.007665,-0.026689,0.019738,0.000909,0.01817,0.007776,0.005565,0.021635,-0.022039,-0.013093,-0.009568,-0.014168,0.001829,-0.008607,0.012628,-0.018187,-0.020376,-0.027553,-0.016945,-0.030376,-0.007431,-0.038315,0.047779,0.004371,-0.011169,0.000293,0.021997,-0.015354,0.03687,0.0052,0.007271,0.005275,-0.005109,-0.00458,-0.001255,0.000558,-0.000419,0.00684,0.011923,-0.015071,-0.008207,0.001403,0.004482,-0.006693,0.00379,0.010908,0.013695
83443,0.002825,0.003449,0.046812,0.010498,0.012494,0.005334,-0.012544,-0.019169,0.011605,-0.008673,0.006249,0.004738,-0.002152,-0.033174,0.000712,-0.017974,0.017192,0.009021,0.023385,0.00092,0.002481,0.011776,-0.048413,-0.01028,-0.014811,-0.007907,-0.004821,0.000989,-0.000296,-0.011955,-0.0104,-0.007074,-0.00687,-0.008147,-0.007645,-0.022593,0.052248,0.012907,0.009794,0.010392,-0.006759,-0.054931,0.01847,0.00876,-0.003047,0.000306,0.001069,-0.001475,-0.002598,0.005925,0.007464,0.001865,0.028675,-0.018388,0.002142,-0.000646,0.008606,-0.008878,0.005474,0.019352,-0.002039
