permno,weight
14593,-0.019150383013812583
10107,-0.012325726818321014
84788,-0.010296737681853208
13407,-0.0049656344056172325
14542,-0.011715895310778083
93436,-0.04388629067857879
90319,-0.010345767328411644
55976,0.014537882598469847
22111,0.013358369674395418
47896,0.0053919489762784874
92611,-0.0008576066063849436
18163,0.017650972871185562
91233,-0.01043170527790681
86580,-0.03001544911846877
92655,0.0051892699785749865
83443,0.012596285965005422
66181,0.005231243587381868
26403,0.011411952349169452
15488,0.0009017016932279471
65875,0.022691838141843678
59408,0.006376571164829024
89525,0.004383191612156245
75510,-0.009656144590760415
90215,-0.006858931584473079
17778,0.013394868480851729
11308,0.009984914332462215
89393,0.0013962036634627719
21936,0.012270553067949103
66093,0.021634509771262123
22752,0.016208837608221966
13856,0.01017591868984048
59328,0.005977829006120215
20482,0.009074762208021364
13721,0.012305685822405082
62092,0.006370383351017688
76076,0.005081530867202912
10104,0.00631016422869804
87055,0.014062522032215807
57665,0.0218097652322927
14541,0.0017525538196326755
77178,-0.010821211881491306
91937,0.005454656969103588
93002,-0.008954193676297777
43449,0.01708924187537002
11850,0.007672065860129579
49680,0.01095011585082493
15579,-0.005740412292923841
24205,0.011119284074402975
10145,-0.0026232558467881454
19393,0.011037792458923616
50876,0.01677787075786132
48725,0.006609267023903505
12308,0.0066105390449336865
14008,0.0037046741379601696
87447,-0.0029291576244407243
19561,-0.022610201078020045
92602,0.019005718840158514
77702,0.0051095773064513
70519,0.014143235198091434
61399,-0.0010769467373632706
38703,0.0022109474355127396
69032,-0.0012351857213881733
61241,-0.010289294971661906
12490,0.0044608019113551575
17830,-0.004816145439087442
87267,0.00014822423082414048
13447,-0.0044911705638662385
21178,0.006698417624861403
22592,0.007981241581742755
59176,-0.00132560799922838
18484,-0.015204105756225758
18542,0.0021136988530183714
78975,-0.007290924278488718
89003,0.0061372284445477265
49154,0.01571254616629046
12060,0.0029543180823912037
17005,0.01792751073576837
73139,0.0020574966196278146
75186,0.005745612511594272
18576,0.011432918794297415
88352,-0.011401008907767846
17478,0.004262478253192818
86783,-0.0018194910417257723
89006,0.009734865157581877
19350,0.009254922329184545
15826,-0.017405259757580043
86868,0.009333730557649448
89179,0.004667708400603034
92221,-0.011175943265831738
10696,-0.00429088836308204
13788,0.008767998595944753
40539,-0.0014036656948590981
77274,0.014585775458154699
64186,0.004600383081074481
14702,-0.006671682655127273
60628,-0.0011470577114240778
44644,0.011748873060864508
13901,0.015352422762587293
18729,0.0143432785245573
53613,0.004217294588624768
62148,0.003970100392033472
27959,0.017266833191375775
39642,0.02088357616924554
36468,0.011509699214139316
56573,0.0019835037272716736
48486,-0.006408155455176185
66157,-0.0036942773643694592
64936,0.021766497563299014
70578,0.002140267882942256
18411,0.01927440974770011
89626,0.011032728434050502
12369,0.004401465832053003
71563,-0.0040272906013228355
28222,0.00024184386317559523
85631,-0.012669928206271183
79678,0.008857990024769996
18312,-0.026540873478180793
64311,0.007687338339822757
76744,0.006646425171587508
90993,0.006869942600912424
60442,0.006152568335955871
88873,-0.003858295073978489
45751,0.012783605633487616
82642,0.009808830476563422
16595,0.016577063829293904
93096,0.012892814558011754
76614,-0.0009298093540815849
48506,0.006614706145335818
48653,0.005303032863807704
87657,0.0005718517480417316
60871,-0.0027175052765904665
64390,0.01572506155753794
12622,0.005764876080224469
24766,0.014768360928207921
11955,0.00826428825310805
77605,0.006105023851323403
17750,0.023184356089717882
21207,0.007276524146562707
88446,-0.005467999401939725
16851,-0.0069497829466870715
92203,0.010021041411166876
22103,0.004661873503581987
82800,0.006004291048882617
77338,-0.003813120823712388
88031,0.0025694740514000626
12052,0.0068740094907720145
17942,0.010636594542844003
90505,0.010782385198059125
17685,-0.012671535504398718
13928,-0.012602073879808334
24109,0.022465783618663537
86158,0.0005169382401597455
87842,-0.0006233810834442298
85913,-0.013146595262091734
13628,0.00036934596535099167
25582,0.015751113524815334
15408,0.0037450416474905587
92108,0.005372219139531504
21776,0.0043704523776970745
76709,-0.0026405173820222626
18428,0.0016845589676240606
81055,-0.00820015187047174
84769,-0.006425031783499725
46886,-0.016460892476874316
27887,0.01927724956429863
91556,-0.009827070454103005
88860,-0.021427384576712363
16309,-0.010931740378618921
14231,0.0034139242636198443
23660,-0.003530505521313501
17144,0.010922834374881132
75828,0.009855682140788663
15850,-0.0070224752663982795
14295,-0.002468505020511478
86136,0.007076080837271006
52038,-0.007481445507139926
91068,0.017077126351733616
86288,-0.0012820710957118773
87432,0.0026343808570566322
18485,-0.032758550227385136
89269,0.00040948323422003934
76201,-0.010327881750677094
25785,0.009423706344464312
23931,0.013408918472973241
78987,-0.011851644273362168
69796,0.015434496891262701
86356,0.014772653760511805
77357,-0.008927460064629616
22509,-0.0023155081765215495
49656,0.0023705579521695478
41355,-0.007298060621232737
41080,0.003490524408710241
81774,-0.019767478154843802
92402,0.010332182918518078
61621,-0.001365253820941813
66800,-0.0063549598422676466
13379,-0.004493370247932776
19285,-0.003133833514970434
59459,0.01313205111773148
19502,0.010883245790671793
12558,0.0023083334231514025
43553,-0.0013502562500568676
10138,-0.0025878973495782245
11403,-0.010816638399708122
13911,-0.001756629171712831
93089,0.0016924209397199
79103,0.013116341150247103
85348,0.01253513119584181
91152,0.004317920600702906
57568,0.004920842845884568
79323,0.014350125813504061
89070,0.0006804060376451286
57904,0.007878592481539442
86228,0.012323899086690163
88949,-0.004430922698816434
90664,-0.01764656850658646
81736,0.010955945147328007
60506,-0.0005972037747527288
27828,0.004957448160440573
44206,0.014183048450527182
23536,0.01464987131927619
89258,-0.0038798665308060485
18940,0.0028969970359754332
16649,0.003340692472486585
84381,0.001361035655655505
43350,-0.004146725689054948
23712,0.013305829566984043
22779,0.005969699271981757
83621,-0.014414356967276921
19286,0.0021081235187204537
81061,0.006237700512025697
14338,-0.0029872286366216783
22293,-0.011306650100859567
18592,0.002907657569885598
11618,-0.003959898461491428
85914,0.0019886893043239984
13511,0.005136156942512571
92614,0.01629874510427026
10516,0.010229394798321518
80924,-0.0024815566546116784
85621,0.006493273800866422
58683,0.0026908815543556504
75825,-0.021115884428616324
85257,-0.00219600208234613
80320,0.004347089888837764
77661,0.005072077864487542
83111,-0.005783242857627412
13356,-0.013398940348412595
76605,0.012901187814053599
81481,0.012640696934694768
91926,-0.007165234943854372
46578,0.024136130335199905
11404,0.021409965193842275
38156,0.0034647503290439093
32870,0.018509885011124157
12872,-0.011578157182805788
13688,0.020577207115793958
29946,0.00903076725849577
72726,-0.007509279809925278
14579,-0.007319411467162581
11674,0.01604052324226269
77037,0.01085867774517834
16087,0.008024158037907639
16343,0.0037302488027683945
14988,0.007923076285978275
45911,-0.02762708027783908
92121,-0.01204431278256558
52090,0.004216972402286103
15720,0.011446305898782105
10909,0.005544315981765578
16382,0.011232527659619468
85753,0.0016968555448735793
52695,0.007821891016586695
14939,0.0077242805120355
11896,-0.004565773215020011
38093,0.014577474835033919
12448,0.005497343355954085
12449,-0.0012975329291096413
26825,0.018609313066286638
85269,-0.011363939501265005
90880,-0.004159940252839878
22517,0.013162490077243849
16600,0.014034614208211095
23393,0.014302131328330863
24010,0.013996654688080954
11990,-0.0022013423894782416
81540,0.017394857933864152
90601,0.0061324064159177325
52708,0.0011672431225229869
84761,0.012754818738040331
18911,-0.006014937802796931
18835,-0.026034401226276527
90199,-0.005810523544103475
14714,-0.0003232582330226921
90454,0.0065688340604662405
62498,0.0030907571995197535
52476,0.005147012170288984
15291,-0.005046452768434328
76795,-0.011584550803691678
93132,-0.008055142365636222
76226,0.016260081722338438
12062,0.019299232821287694
21573,-0.007848217576148222
58246,0.0029287802910846305
88863,0.016759341615643603
24985,0.01751711340154143
77730,0.010080753886166199
36003,0.01672560358772236
13949,-0.004056021385991751
14983,0.010164375892370651
79906,-0.007724608920781336
15202,-0.0002592643169883854
16692,0.005208538801968079
51369,-0.005260597912286706
34746,-0.010224141013459798
13210,-0.002159794276234544
18267,0.001981999264543363
15546,-0.0013734103983258615
65541,0.011168976789515322
85035,-0.02287296097493471
11786,-0.0016075763971465538
56274,0.008217075590846208
44329,-0.0014019257160409742
14776,-4.2628307408423436e-05
76095,0.017190480287181186
16655,-0.011250516440892021
93312,0.0014598421797688843
23229,0.018433247789225317
25953,0.006502128584932795
18909,-0.00914660921640385
12650,0.01423567977994248
15478,0.002346982913687786
13035,0.011224673974110463
16968,0.006204414733071767
13323,-0.023654014483743702
76185,0.005384087633912381
92050,-0.008191828323933404
91849,-0.0009419544499469175
90808,-0.004140101142969551
87299,-0.0014052587378828296
84373,0.02325251610938923
80204,-0.0030829102269231625
75241,-0.010335417857916359
80286,0.006998935447323006
85663,-0.016173722064259457
34817,-0.004253141993396915
21371,0.009935693167808068
25232,-0.00627173349667681
92257,0.0019519052753278312
82775,0.004769325180251641
14763,0.005887596672870272
18579,0.005178679266229801
13046,-0.004153705535140236
14641,-0.005568468884655174
92322,-0.00800586504168669
90248,0.03334976756054678
89508,0.014341281676019292
82686,0.0066538576752957585
87717,0.00545040988527076
25320,0.01027079773114039
90520,-0.0005209270794832164
64995,-0.007824262574809266
90178,0.0067632694017017965
19166,0.0033797460539921782
76230,-0.009452173095340468
35554,-0.0034329508882372135
42200,0.0027225770938907943
79785,-0.005792254275550955
34833,-0.01682988616628347
35044,-0.01247129277819752
23819,-0.024591932948986178
75591,0.0034029626574016165
17855,-0.00045050552901750653
28484,-0.008476427098260767
14182,-0.00034582634519592727
80191,-0.02375818057239827
18062,-0.005371855407606445
90455,-0.020559554737489792
23026,0.018508420150010557
82651,0.015981017415495263
16917,0.00702511191299992
15859,0.014674538561782784
91547,0.005577833212968957
84723,0.009991005634930735
42877,0.020436966968546178
87056,0.004352834550221641
91041,-0.00560868779884797
17700,-0.006310789359388547
15272,-0.027874403653660135
15707,-0.004707538421189203
46674,0.005221012259899215
14882,-0.02595937674975066
81655,0.00222045918373802
34032,0.0024579071618503457
92220,-0.0017094040904279133
52329,0.0008097834765729942
11891,-0.012671186064784637
81677,-0.0006042119550346921
14889,-0.007828528456728797
87445,0.0036372380829774228
82515,0.008204144407988306
11533,-0.011982580970874776
89195,-0.0026603590498645697
66384,0.015077612133758233
76712,0.015560133355189838
79698,-0.0012066629143156404
93246,0.00033028599231973906
30681,0.006701664946766704
10933,0.003935827001557186
42585,0.016364602545860717
15315,0.013612448977957289
80080,-0.0027596668716316853
91103,-0.008480302438538083
58819,0.015509659273825485
