date,realized_return
2015-02-27,0.027465679947838544
2015-03-31,0.02063651246282281
2015-04-30,-0.08035599368922533
2015-05-29,0.04956487265343573
2015-06-30,-0.007436466149868176
2015-07-31,0.010482013626048569
2015-08-31,-0.04102814441779121
2015-09-30,0.056434486865447796
2015-10-30,-0.02385622479800164
2015-11-30,-0.0009018998706479264
2015-12-31,0.1274999834207802
2016-01-29,0.03579578693562892
2016-02-29,0.05458791153315704
2016-03-31,0.029476515012144686
2016-04-29,-0.03714417738909493
2016-05-31,0.013686983774034604
2016-06-30,0.051870926797468506
2016-07-29,-0.0012772619261145774
2016-08-31,-0.031961521464357656
2016-09-30,-0.016938610413876218
2016-10-31,-0.006421415891581983
2016-11-30,-0.043331590341584306
2016-12-30,0.026122910765144197
2017-01-31,0.028780820097528772
2017-02-28,0.041114915524329554
2017-03-31,0.014897426586063297
2017-04-28,0.023704712290543523
2017-05-31,0.037312926119274566
2017-06-30,-0.012073188998082116
2017-07-31,-0.0033388672945690663
2017-08-31,-0.0394850896488325
2017-09-29,0.03278409827336322
2017-10-31,0.0037337942394258224
2017-11-30,0.04766419058201695
2017-12-29,-0.010260833195083939
2018-01-31,0.0588614682633567
2018-02-28,-0.03644550783357454
2018-03-29,0.022650274218148327
2018-04-30,0.01976677152370806
2018-05-31,-0.06579879553985737
2018-06-29,0.06496879534258652
2018-07-31,0.02689086613216974
2018-08-31,-0.01786886386488274
2018-09-28,0.01116688382465377
2018-10-31,-0.03532583626223434
2018-11-30,0.047395784437496216
2018-12-31,-0.07547757170847523
2019-01-31,0.010347969662800483
2019-02-28,0.014597786370738539
2019-03-29,0.024382708190331934
2019-04-30,0.03270941192007221
2019-05-31,0.021894307372814035
2019-06-28,0.022723895306726704
2019-07-31,0.008667293319745532
2019-08-30,0.051045546542850526
2019-09-30,0.008692226835827387
2019-10-31,-0.004123855897481826
2019-11-29,-0.00396768100088448
2019-12-31,0.0028654851044889753
2020-01-31,0.053980339509386216
2020-02-28,-0.06506416614388105
2020-03-31,-0.0027325581960747627
2020-04-30,0.05661357831032581
2020-05-29,0.09263576072440205
2020-06-30,-0.011785957740222397
2020-07-31,0.0920048052338368
2020-08-31,0.02226591730157172
2020-09-30,0.009145139482093115
2020-10-30,0.006077287097956065
2020-11-30,-0.09899134124209932
2020-12-31,0.024753196102844488
2021-01-29,-0.005765489988289116
2021-02-26,-0.0032887125788812342
2021-03-31,0.09344539016092822
2021-04-30,0.04330901913858355
2021-05-28,0.03670208283545438
2021-06-30,-0.0359099340963978
2021-07-30,0.019449738951351703
2021-08-31,0.004129042999573431
2021-09-30,-0.06388391892686687
2021-10-29,0.050294733656734744
2021-11-30,-0.014982140679768895
2021-12-31,0.13407826791091304
2022-01-31,0.01226339709865774
2022-02-28,-0.010183608008949784
2022-03-31,0.04750817523316948
2022-04-29,-0.0032302282599612144
2022-05-31,0.05958021368684274
2022-06-30,-0.06052322319755507
2022-07-29,0.026341595115864334
2022-08-31,-0.031140888059061064
2022-09-30,-0.06303662741699687
2022-10-31,0.14130773772066185
2022-11-30,0.06960787412425368
2022-12-30,0.005804997220491521
2023-01-31,-0.050219726098611125
2023-02-28,-0.0358138756438042
2023-03-31,-0.013019927213638049
2023-04-28,0.05689972402816676
2023-05-31,-0.10895825266690673
2023-06-30,0.03014379010365483
2023-07-31,-0.022331754908676567
2023-08-31,-0.0014100332880438917
2023-09-29,-0.026610841845265926
2023-10-31,-0.006231600775736649
2023-11-30,0.004256543891412131
2023-12-29,-0.018696795790652594
2024-01-31,0.044863169738207406
2024-02-29,0.03875319197081587
2024-03-28,0.04125422717680212
2024-04-30,-0.023133031586660347
2024-05-31,0.014042728748354636
2024-06-28,-0.006780969849095617
2024-07-31,0.05821078551553726
2024-08-30,0.03630873583856301
2024-09-30,-0.0029252625112292465
2024-10-31,-0.014041586824877637
2024-11-29,0.02807272799884752
2024-12-31,-0.05918669716054065
